Unnamed: 0,Polymer,Polymer_SMILES,T_K,P_Mpa,exp_CO2_sol_g_g,pred_CO2_sol_g_g,train/test,Polymer_BRICS
26,PBS,COCCCCOC(=O)CCC(C)=O,423.15,8.696,0.06041,0.06036,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
27,PBS,COCCCCOC(=O)CCC(C)=O,423.15,12.036,0.08309,0.0832,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
29,PBS,COCCCCOC(=O)CCC(C)=O,423.15,16.038,0.1107,0.11067,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
30,PBS,COCCCCOC(=O)CCC(C)=O,423.15,16.541,0.1139,0.11388,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
31,PBS,COCCCCOC(=O)CCC(C)=O,423.15,20.095,0.1355,0.13556,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
32,PBS,COCCCCOC(=O)CCC(C)=O,453.15,2.133,0.01192,0.01188,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
33,PBS,COCCCCOC(=O)CCC(C)=O,453.15,2.798,0.01566,0.0157,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
35,PBS,COCCCCOC(=O)CCC(C)=O,453.15,6.626,0.03736,0.0373,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
36,PBS,COCCCCOC(=O)CCC(C)=O,453.15,8.037,0.04534,0.0454,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
37,PBS,COCCCCOC(=O)CCC(C)=O,453.15,8.57,0.0484,0.04844,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
38,PBS,COCCCCOC(=O)CCC(C)=O,453.15,12.007,0.0683,0.06821,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
40,PBS,COCCCCOC(=O)CCC(C)=O,453.15,16.071,0.09082,0.0909,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
41,PBS,COCCCCOC(=O)CCC(C)=O,453.15,16.574,0.09367,0.09363,train,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
43,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,1.098,0.01259,0.01259,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
44,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,2.097,0.02418,0.02416,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
46,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,4.053,0.04749,0.04749,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
47,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,7.87,0.1036,0.10359,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
48,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,2.082,0.01839,0.01839,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
49,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,2.581,0.02285,0.02286,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
50,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,4.028,0.03591,0.0359,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
51,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,4.61,0.04122,0.04122,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
52,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,6.2,0.05578,0.05579,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
53,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,6.681,0.0602,0.06019,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
55,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,12.46,0.1127,0.11271,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
56,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,16.024,0.1423,0.14233,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
57,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,16.548,0.1467,0.14668,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
58,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,20.036,0.1741,0.17409,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
59,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,2.102,0.01451,0.01452,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
60,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,2.676,0.01851,0.0185,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
61,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,4.118,0.02863,0.02863,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
63,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,6.098,0.04264,0.04262,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
64,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,6.7,0.04692,0.04693,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
65,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,8.177,0.05749,0.0575,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
66,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,8.699,0.06117,0.06118,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
67,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,12.314,0.08649,0.08649,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
69,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,16.572,0.115,0.11502,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
70,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,4.126,0.02357,0.02359,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
71,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,4.698,0.02689,0.02689,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
72,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,6.07,0.03485,0.03485,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
73,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,8.259,0.04763,0.04761,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
74,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,8.973,0.0515,0.05149,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
75,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,12.009,0.0692,0.06922,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
76,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,12.766,0.07349,0.07349,train,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
77,HDPE,CCCC,453.15,20.127,0.1136,0.11361,train,['CCCC']
78,HDPE,CCCC,433.2,11.066,0.0747,0.07469,train,['CCCC']
79,HDPE,CCCC,433.2,13.644,0.0975,0.09751,train,['CCCC']
80,HDPE,CCCC,433.2,15.286,0.1142,0.11419,train,['CCCC']
81,HDPE,CCCC,433.2,17.453,0.132,0.13199,train,['CCCC']
82,HDPE,CCCC,453.2,11.326,0.0671,0.0671,train,['CCCC']
83,HDPE,CCCC,453.2,14.013,0.089,0.08899,train,['CCCC']
84,HDPE,CCCC,453.2,15.762,0.1005,0.10049,train,['CCCC']
85,HDPE,CCCC,453.2,16.896,0.1094,0.10941,train,['CCCC']
87,HDPE,CCCC,473.2,6.608,0.0319,0.0319,train,['CCCC']
88,HDPE,CCCC,473.2,10.731,0.0551,0.05511,train,['CCCC']
89,HDPE,CCCC,473.2,13.344,0.0746,0.07458,train,['CCCC']
90,HDPE,CCCC,473.2,15.034,0.0873,0.0873,train,['CCCC']
91,PBS,COCCCCOC(=O)CCC(C)=O,353.15,10.451,0.0725,0.09054,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
93,PBS,COCCCCOC(=O)CCC(C)=O,393.15,2.947,0.02708,0.02719,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
94,PBS,COCCCCOC(=O)CCC(C)=O,393.15,4.725,0.04308,0.03993,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
95,PBS,COCCCCOC(=O)CCC(C)=O,393.15,6.06,0.05521,0.04903,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
96,PBS,COCCCCOC(=O)CCC(C)=O,393.15,6.599,0.06014,0.05455,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
97,PBS,COCCCCOC(=O)CCC(C)=O,393.15,16.035,0.144,0.12873,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
98,PBS,COCCCCOC(=O)CCC(C)=O,423.15,4.065,0.02777,0.03041,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
99,PBS,COCCCCOC(=O)CCC(C)=O,453.15,4.132,0.02315,0.02655,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
100,PBS,COCCCCOC(=O)CCC(C)=O,453.15,6.039,0.03411,0.03678,test,"['CC(=O)CCC=O', 'O', 'CO', 'CCCC']"
102,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,9.844,0.1503,0.11252,test,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
103,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,8.053,0.0728,0.07409,test,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
104,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,8.63,0.07814,0.07685,test,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
105,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,20.074,0.1374,0.12956,test,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
106,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,2.079,0.01184,0.00909,test,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
107,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,2.6,0.01483,0.01096,test,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
109,PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,16.139,0.09235,0.10597,test,"['CC(=O)CCC=O', 'O=CCCCCC=O', 'O', 'CO', 'CCCC']"
110,HDPE,CCCC,433.2,6.936,0.0407,0.04243,test,['CCCC']
111,HDPE,CCCC,433.2,16.347,0.123,0.12307,test,['CCCC']
112,HDPE,CCCC,453.2,7.055,0.035,0.03516,test,['CCCC']
114,PLGA,COC(=O)COC(=O)C(C)C,308.0,11.92,0.1968,0.16525,test,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
117,PLGA,COC(=O)COC(=O)C(C)C,313.0,22.99,0.2636,0.25098,test,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
118,PLGA,COC(=O)COC(=O)C(C)C,323.0,21.02,0.2339,0.23919,test,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
119,PLLA,COC(=O)[C@H](C)C,308.0,12.12,0.3575,0.33174,test,"['CO', 'CC(C)C=O']"
120,PLLA,COC(=O)[C@H](C)C,308.0,20.92,0.4139,0.40167,test,"['CO', 'CC(C)C=O']"
121,PLLA,COC(=O)[C@H](C)C,313.0,10.44,0.245,0.2366,test,"['CO', 'CC(C)C=O']"
122,PLLA,COC(=O)[C@H](C)C,313.0,22.98,0.4051,0.40961,test,"['CO', 'CC(C)C=O']"
125,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,15.44,0.3145,0.25326,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
126,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,31.02,0.6366,0.6155,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
127,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,0.18,0.0191,0.01619,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
128,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,2.41,0.0385,0.04658,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
129,CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,21.13,0.3645,0.34532,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
130,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,4.09,0.0498,0.04539,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
131,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,5.06,0.0793,0.05341,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
132,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,10.15,0.1509,0.20559,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
134,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,15.19,0.2184,0.29166,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
135,CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,20.11,0.3652,0.39427,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
136,CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,309.2,0.13,0.0049,0.00999,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
137,CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,309.2,0.6,0.0093,0.01199,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
138,CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,309.2,10.38,0.1281,0.17697,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
139,CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,309.2,15.09,0.3023,0.23091,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
140,CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,309.2,31.0,0.5895,0.58258,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
141,CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,28.14,0.4444,0.45435,test,"['O=CO', 'c1ccccc1', 'c1ccccc1']"
142,PPO(H),COc1c(C)cc(C)cc1C,373.15,10.111,0.0933,0.08613,test,"['CO', 'Cc1cc(C)cc(C)c1']"
143,PPO(H),COc1c(C)cc(C)cc1C,373.15,11.965,0.10601,0.08541,test,"['CO', 'Cc1cc(C)cc(C)c1']"
144,PPO(H),COc1c(C)cc(C)cc1C,373.15,13.935,0.12026,0.11179,test,"['CO', 'Cc1cc(C)cc(C)c1']"
145,PPO(H),COc1c(C)cc(C)cc1C,423.15,6.101,0.03696,0.04422,test,"['CO', 'Cc1cc(C)cc(C)c1']"
146,PPO(H),COc1c(C)cc(C)cc1C,473.15,8.085,0.03423,0.03731,test,"['CO', 'Cc1cc(C)cc(C)c1']"
147,PPO(H),COc1c(C)cc(C)cc1C,473.15,12.078,0.05263,0.0565,test,"['CO', 'Cc1cc(C)cc(C)c1']"
148,PPO(L),COc1c(C)cc(C)cc1C,373.15,8.051,0.07938,0.06808,test,"['CO', 'Cc1cc(C)cc(C)c1']"
149,PPO(L),COc1c(C)cc(C)cc1C,423.15,8.133,0.04573,0.03679,test,"['CO', 'Cc1cc(C)cc(C)c1']"
150,PPO(L),COc1c(C)cc(C)cc1C,473.15,6.12,0.02474,0.02945,test,"['CO', 'Cc1cc(C)cc(C)c1']"
151,PPO(L),COc1c(C)cc(C)cc1C,473.15,12.122,0.05048,0.06355,test,"['CO', 'Cc1cc(C)cc(C)c1']"
152,PS,CCC(C)c1ccccc1,373.2,14.348,0.0929,0.07713,test,"['CCCC', 'c1ccccc1']"
153,PS,CCC(C)c1ccccc1,373.2,17.476,0.1104,0.10221,test,"['CCCC', 'c1ccccc1']"
154,PS,CCC(C)c1ccccc1,413.2,10.721,0.0526,0.05884,test,"['CCCC', 'c1ccccc1']"
156,PS,CCC(C)c1ccccc1,413.2,20.036,0.1012,0.1038,test,"['CCCC', 'c1ccccc1']"
157,PS,CCC(C)c1ccccc1,453.2,2.472,0.0094,0.00824,test,"['CCCC', 'c1ccccc1']"
159,PS,CCC(C)c1ccccc1,453.2,15.444,0.0596,0.06573,test,"['CCCC', 'c1ccccc1']"
160,PS,CCC(C)c1ccccc1,338.22,11.96,0.10614,0.09588,test,"['CCCC', 'c1ccccc1']"
162,PS,CCC(C)c1ccccc1,362.5,8.09,0.06231,0.06303,test,"['CCCC', 'c1ccccc1']"
164,PS,CCC(C)c1ccccc1,383.22,6.55,0.03597,0.03132,test,"['CCCC', 'c1ccccc1']"
165,PS,CCC(C)c1ccccc1,383.22,20.42,0.10514,0.09791,test,"['CCCC', 'c1ccccc1']"
166,PS,CCC(C)c1ccccc1,402.51,33.05,0.1349,0.1337,test,"['CCCC', 'c1ccccc1']"
167,PS,CCC(C)c1ccccc1,373.15,8.585,0.05329,0.06037,test,"['CCCC', 'c1ccccc1']"
168,PS,CCC(C)c1ccccc1,373.15,12.631,0.07721,0.06201,test,"['CCCC', 'c1ccccc1']"
169,PS,CCC(C)c1ccccc1,423.15,12.046,0.04963,0.06572,test,"['CCCC', 'c1ccccc1']"
171,PVAc,CCC(C)OC(C)=O,313.15,0.459,0.01465,0.00552,test,"['CC=O', 'O', 'CCCC']"
172,PVAc,CCC(C)OC(C)=O,313.15,2.818,0.10387,0.12832,test,"['CC=O', 'O', 'CCCC']"
173,PVAc,CCC(C)OC(C)=O,313.15,5.916,0.27235,0.30903,test,"['CC=O', 'O', 'CCCC']"
174,PVAc,CCC(C)OC(C)=O,353.15,2.211,0.03992,0.0368,test,"['CC=O', 'O', 'CCCC']"
175,PVAc,CCC(C)OC(C)=O,373.15,10.194,0.17,0.22183,test,"['CC=O', 'O', 'CCCC']"
176,PVAc,CCC(C)OC(C)=O,373.15,17.449,0.29925,0.23766,test,"['CC=O', 'O', 'CCCC']"
180,PP,CCC(C)C,353.2,5.04,0.0222,0.02822,test,['CCC(C)C']
181,PP,CCC(C)C,443.7,24.91,0.2617,0.25458,test,['CCC(C)C']
182,PP,CCC(C)C,464.2,4.97,0.0401,0.04472,test,['CCC(C)C']
184,PP,CCC(C)C,483.7,24.91,0.2429,0.23472,test,['CCC(C)C']
185,PP,CCC(C)C,373.15,4.89,0.04682,0.05042,test,['CCC(C)C']
186,PP,CCC(C)C,373.15,6.31,0.06331,0.07011,test,['CCC(C)C']
187,PP,CCC(C)C,373.15,9.08,0.09261,0.09516,test,['CCC(C)C']
188,PP,CCC(C)C,373.15,11.76,0.12503,0.10834,test,['CCC(C)C']
189,PP,CCC(C)C,398.15,2.95,0.02373,0.03075,test,['CCC(C)C']
190,PP,CCC(C)C,398.15,5.66,0.04799,0.05782,test,['CCC(C)C']
191,PP,CCC(C)C,398.15,6.92,0.05994,0.04637,test,['CCC(C)C']
192,PP,CCC(C)C,398.15,8.1,0.07053,0.06267,test,['CCC(C)C']
193,PP,CCC(C)C,423.15,5.3,0.03768,0.02971,test,['CCC(C)C']
194,PLGA,COC(=O)COC(=O)C(C)C,308.0,10.14,0.1464,0.1464,train,"['CO', 'CC(C)C=O', 'O', 'CC=O']"
