Unnamed: 0,Polymer,Polymer_SMILES,Solvent,Solvent_SMILES,Augmented_SMILES,Contact_angle,Thickness_um,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo
145,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C(O)C(OC)C(C(O)=O)OC1C)O.C(C1C(C(O)C(O)C(C)O1)OC)(=O)O.OC(C)C', 'COC1C(C(=O)O)OC(C)C(C1O)O.C1(C)C(C(C(OC)C(C(=O)O)O1)O)O.CC(O)C', 'O(C1C(C(C(C)OC1C(=O)O)O)O)C.OC1C(O)C(OC(C1OC)C(=O)O)C.C(C)(C)O', 'C1(C)OC(C(=O)O)C(C(O)C1O)OC.COC1C(C(O)C(OC1C(=O)O)C)O.C(O)(C)C', 'O=C(C1C(OC)C(O)C(C(O1)C)O)O.O1C(C)C(O)C(O)C(OC)C1C(=O)O.C(C)(O)C']",37.37,50.0,23.5,12.6,30,13.3,0.068,340.0
146,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C(O)C(C(OC1C)C(=O)O)OC)O.COC1C(C(C(OC1C(O)=O)C)O)O.CC(O)C', 'OC1C(O)C(OC)C(C(O)=O)OC1C.OC1C(O)C(C(C(O)=O)OC1C)OC.C(C)(O)C', 'C1(OC(C)C(O)C(C1OC)O)C(=O)O.C1(C(OC(C)C(C1O)O)C(=O)O)OC.C(C)(C)O', 'CC1OC(C(O)=O)C(C(O)C1O)OC.COC1C(O)C(C(OC1C(=O)O)C)O.OC(C)C', 'C1(C(C)OC(C(=O)O)C(OC)C1O)O.C1(OC)C(O)C(C(OC1C(O)=O)C)O.C(O)(C)C']",37.37,50.0,23.5,12.6,40,13.3,0.072,243.0
147,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C(C(O)C(C(C)O1)O)OC)C(=O)O.O(C)C1C(C(C(C)OC1C(=O)O)O)O.CC(O)C', 'OC(C1OC(C)C(C(C1OC)O)O)=O.OC1C(C(OC)C(C(O)=O)OC1C)O.OC(C)C', 'OC1C(O)C(C)OC(C(=O)O)C1OC.C1(C(O)C(C(OC)C(O1)C(O)=O)O)C.C(C)(C)O', 'C1(OC(C(O)C(C1OC)O)C)C(=O)O.C1(C(OC(C(O)C1O)C)C(=O)O)OC.C(C)(O)C', 'O(C1C(OC(C(O)C1O)C)C(O)=O)C.OC(=O)C1OC(C)C(C(C1OC)O)O.C(O)(C)C']",37.37,50.0,23.5,20.0,30,13.3,0.075,189.0
148,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C(C(C(C(O1)C)O)O)OC)C(O)=O.COC1C(C(O)=O)OC(C)C(C1O)O.C(O)(C)C', 'OC(=O)C1C(C(O)C(O)C(O1)C)OC.C1(C(OC(C)C(O)C1O)C(O)=O)OC.CC(O)C', 'C1(C(O)=O)C(OC)C(O)C(O)C(O1)C.O(C)C1C(OC(C(C1O)O)C)C(=O)O.OC(C)C', 'O(C)C1C(C(C(OC1C(=O)O)C)O)O.C1(O)C(OC)C(OC(C)C1O)C(=O)O.C(C)(O)C', 'C1(O)C(OC)C(C(O)=O)OC(C)C1O.C1(OC)C(C(O)=O)OC(C)C(O)C1O.C(C)(C)O']",37.37,50.0,23.5,12.6,50,13.3,0.08,174.0
149,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C(=O)(C1OC(C)C(C(O)C1OC)O)O.OC(C1OC(C)C(O)C(C1OC)O)=O.OC(C)C', 'C(C1OC(C(C(C1OC)O)O)C)(O)=O.C1(C(OC)C(C(C(O1)C)O)O)C(O)=O.C(O)(C)C', 'CC1C(O)C(O)C(C(O1)C(O)=O)OC.CC1OC(C(OC)C(O)C1O)C(O)=O.CC(O)C', 'O1C(C(C(C(OC)C1C(=O)O)O)O)C.OC1C(OC(C(C1O)OC)C(O)=O)C.C(C)(C)O', 'OC(=O)C1C(C(O)C(C(C)O1)O)OC.OC1C(OC(C(O)=O)C(C1O)OC)C.C(C)(O)C']",37.37,50.0,23.5,12.6,60,13.3,0.084,140.0
150,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C)C(O)C(O)C(C(O1)C(O)=O)OC.C1(O)C(O)C(OC(C1OC)C(=O)O)C.C(C)(O)C', 'O(C)C1C(O)C(O)C(C)OC1C(=O)O.C1(C(C(C)OC(C1OC)C(O)=O)O)O.CC(O)C', 'OC(C1C(C(C(O)C(O1)C)O)OC)=O.OC1C(OC(C(O)=O)C(OC)C1O)C.OC(C)C', 'O1C(C)C(C(C(OC)C1C(=O)O)O)O.C1(C(OC)C(OC(C)C1O)C(O)=O)O.C(C)(C)O', 'O1C(C(C(O)C(OC)C1C(O)=O)O)C.O=C(O)C1OC(C)C(O)C(C1OC)O.C(O)(C)C']",37.37,50.0,23.5,12.6,70,13.3,0.087,109.0
151,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'OC(C1OC(C(O)C(O)C1OC)C)=O.O=C(C1C(C(C(C(O1)C)O)O)OC)O.CC(O)C', 'C1(C)C(C(O)C(OC)C(O1)C(O)=O)O.C1(C(O)C(C(C(=O)O)OC1C)OC)O.C(C)(C)O', 'O1C(C)C(C(C(C1C(O)=O)OC)O)O.C1(C(O)C(C)OC(C1OC)C(O)=O)O.OC(C)C', 'OC(=O)C1C(OC)C(O)C(C(C)O1)O.C1(C(OC(C(OC)C1O)C(O)=O)C)O.C(O)(C)C', 'OC(C1C(OC)C(O)C(O)C(O1)C)=O.O1C(C(C(O)C(OC)C1C(=O)O)O)C.C(C)(O)C']",37.37,50.0,23.5,30.0,30,13.3,0.087,85.0
152,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'O(C1C(C(C(C)OC1C(O)=O)O)O)C.O1C(C(C(C(C1C(O)=O)OC)O)O)C.C(C)(C)O', 'C(O)(=O)C1C(C(C(C(O1)C)O)O)OC.C1(OC(C)C(C(C1OC)O)O)C(O)=O.C(O)(C)C', 'O=C(C1C(OC)C(C(C(O1)C)O)O)O.CC1OC(C(=O)O)C(C(O)C1O)OC.OC(C)C', 'CC1OC(C(O)=O)C(C(O)C1O)OC.OC(=O)C1OC(C(O)C(C1OC)O)C.C(C)(O)C', 'C1(OC)C(OC(C(O)C1O)C)C(=O)O.O=C(O)C1OC(C)C(O)C(O)C1OC.CC(O)C']",37.37,50.0,23.5,40.0,30,13.3,0.127,38.0
153,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'O=C(C1C(C(C(O)C(C)O1)O)OC)O.OC1C(C(C)OC(C1OC)C(O)=O)O.OC(C)C', 'COC1C(C(O)C(OC1C(=O)O)C)O.C1(O)C(OC(C(C1O)OC)C(O)=O)C.CC(O)C', 'O1C(C(C(C(C1C(O)=O)OC)O)O)C.O1C(C(C(O)C(C1C)O)OC)C(=O)O.C(C)(C)O', 'COC1C(C(=O)O)OC(C(C1O)O)C.CC1C(O)C(O)C(C(C(=O)O)O1)OC.C(O)(C)C', 'OC1C(O)C(C(OC1C)C(O)=O)OC.C1(OC)C(OC(C(C1O)O)C)C(O)=O.C(C)(O)C']",37.37,50.0,23.5,50.0,30,13.3,0.133,25.0
155,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO', 'OC1C(OC(C(O)=O)C(OC)C1O)C.COC1C(O)C(O)C(C)OC1C(O)=O.C(O)C', 'OC(C1C(C(O)C(O)C(O1)C)OC)=O.C1(O)C(C(C(O)=O)OC(C1O)C)OC.OCC', 'C1(O)C(C)OC(C(OC)C1O)C(=O)O.O=C(C1OC(C)C(C(O)C1OC)O)O.C(C)O']",37.37,62.5,26.5,20.0,30,13.3,0.04,12.0
156,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO', 'C(C1C(C(C(C(C)O1)O)O)OC)(O)=O.C1(C(O)C(OC(C1OC)C(O)=O)C)O.OCC', 'OC1C(C(OC)C(C(=O)O)OC1C)O.O(C)C1C(C(C(OC1C(=O)O)C)O)O.C(C)O', 'C1(O)C(OC(C(C1O)OC)C(=O)O)C.O1C(C)C(C(O)C(C1C(=O)O)OC)O.C(O)C']",37.37,62.5,26.5,30.0,30,13.3,0.042,6.0
157,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'OC1C(O)C(C(C(O)=O)OC1C)OC.C1(C(C)OC(C(OC)C1O)C(O)=O)O.OC(C)C', 'OC1C(O)C(OC(C(O)=O)C1OC)C.C1(C(OC)C(O)C(C(C)O1)O)C(O)=O.CC(O)C', 'C1(C)OC(C(C(C1O)O)OC)C(O)=O.C1(C(=O)O)C(C(O)C(C(C)O1)O)OC.C(C)(C)O', 'COC1C(C(O)=O)OC(C)C(O)C1O.O(C)C1C(C(=O)O)OC(C(C1O)O)C.C(C)(O)C', 'C1(O)C(O)C(OC(C1OC)C(O)=O)C.C1(C(OC(C)C(O)C1O)C(=O)O)OC.C(O)(C)C']",37.37,62.5,23.5,10.0,30,13.3,0.067,653.0
160,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'OC(C1OC(C)C(C(O)C1OC)O)=O.C1(O)C(OC(C(OC)C1O)C(=O)O)C.C(C)(C)O', 'OC1C(C)OC(C(C1O)OC)C(=O)O.OC1C(OC)C(C(=O)O)OC(C1O)C.OC(C)C', 'C1(C(C(O)C(C(C)O1)O)OC)C(=O)O.C1(C(C(O)C(C(O1)C(O)=O)OC)O)C.CC(O)C', 'C1(C(C(OC(C(O)=O)C1OC)C)O)O.C(O)(C1OC(C(C(O)C1OC)O)C)=O.C(C)(O)C', 'C1(C(OC(C(O)=O)C(OC)C1O)C)O.C1(C(OC)C(C(O)=O)OC(C1O)C)O.C(O)(C)C']",37.37,50.0,23.5,10.0,30,13.3,0.0679,653.0
161,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'OC(=O)C1OC(C)C(O)C(C1OC)O.COC1C(OC(C(C1O)O)C)C(O)=O.CC(O)C', 'C(=O)(C1C(C(O)C(C(O1)C)O)OC)O.C1(C(C(O)=O)OC(C)C(C1O)O)OC.OC(C)C', 'COC1C(C(O)C(OC1C(O)=O)C)O.C1(C(C(O)C(C(C)O1)O)OC)C(=O)O.C(C)(O)C', 'O(C1C(OC(C)C(C1O)O)C(O)=O)C.C1(C(OC)C(C(C(C)O1)O)O)C(=O)O.C(C)(C)O', 'CC1OC(C(=O)O)C(C(C1O)O)OC.OC1C(OC(C(OC)C1O)C(O)=O)C.C(O)(C)C']",37.37,50.0,23.5,20.0,30,13.3,0.1242,223.0
162,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C(O)(C1OC(C)C(O)C(O)C1OC)=O.OC1C(C(C(=O)O)OC(C)C1O)OC.OC(C)C', 'O=C(C1OC(C)C(C(O)C1OC)O)O.COC1C(C(O)=O)OC(C(C1O)O)C.CC(O)C', 'C1(C(C(C(OC1C(=O)O)C)O)O)OC.OC1C(O)C(OC)C(C(=O)O)OC1C.C(C)(O)C', 'C1(C(C(OC(C1OC)C(O)=O)C)O)O.OC1C(O)C(C)OC(C1OC)C(O)=O.C(O)(C)C', 'O=C(O)C1C(C(O)C(O)C(C)O1)OC.C1(C)OC(C(O)=O)C(OC)C(O)C1O.C(C)(C)O']",37.37,50.0,23.5,30.0,30,13.3,0.1701,127.0
163,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'CC1OC(C(O)=O)C(OC)C(C1O)O.COC1C(C(O)C(OC1C(O)=O)C)O.CC(O)C', 'O=C(O)C1OC(C(C(O)C1OC)O)C.COC1C(O)C(C(OC1C(O)=O)C)O.C(O)(C)C', 'OC1C(OC)C(OC(C)C1O)C(O)=O.O=C(C1OC(C)C(C(O)C1OC)O)O.C(C)(O)C', 'C1(C(C)OC(C(O)=O)C(OC)C1O)O.C1(C(O)C(C)OC(C1OC)C(=O)O)O.OC(C)C', 'O=C(O)C1C(OC)C(O)C(C(O1)C)O.OC1C(C(C(OC1C)C(=O)O)OC)O.C(C)(C)O']",37.37,50.0,23.5,40.0,30,13.3,0.2411,38.0
164,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'O1C(C(OC)C(C(O)C1C)O)C(O)=O.O1C(C(=O)O)C(C(C(O)C1C)O)OC.C(C)(C)O', 'C1(C(OC)C(C(O)C(O1)C)O)C(O)=O.O=C(O)C1OC(C(C(O)C1OC)O)C.C(O)(C)C', 'OC1C(C(OC(C)C1O)C(O)=O)OC.COC1C(O)C(O)C(OC1C(O)=O)C.CC(O)C', 'O=C(C1OC(C(O)C(C1OC)O)C)O.O=C(O)C1OC(C)C(O)C(O)C1OC.OC(C)C', 'COC1C(C(O)C(OC1C(O)=O)C)O.OC1C(C(C)OC(C1OC)C(=O)O)O.C(C)(O)C']",37.37,50.0,23.5,50.0,30,13.3,0.3536,25.0
165,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'COC1C(C(O)C(C)OC1C(=O)O)O.OC(C1OC(C(C(O)C1OC)O)C)=O.OC(C)C', 'C1(C(C(C(C)OC1C(=O)O)O)O)OC.COC1C(C(O)C(OC1C(O)=O)C)O.CC(O)C', 'C1(O)C(OC(C(C1O)OC)C(O)=O)C.CC1OC(C(OC)C(C1O)O)C(O)=O.C(O)(C)C', 'OC1C(C(OC(C)C1O)C(O)=O)OC.C1(C)C(O)C(C(C(C(=O)O)O1)OC)O.C(C)(O)C', 'O1C(C)C(O)C(O)C(C1C(=O)O)OC.OC1C(C(C)OC(C(=O)O)C1OC)O.C(C)(C)O']",37.37,50.0,23.5,10.0,30,13.3,0.062,653.0
166,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C(=O)(C1OC(C(O)C(O)C1OC)C)O.C1(C(C(C(OC)C(C(=O)O)O1)O)O)C.OC(C)C', 'OC1C(O)C(OC)C(OC1C)C(O)=O.O1C(C)C(O)C(O)C(C1C(O)=O)OC.CC(O)C', 'C1(C(OC)C(O)C(O)C(O1)C)C(=O)O.OC(C1C(C(C(C(O1)C)O)O)OC)=O.C(O)(C)C', 'O=C(O)C1C(C(C(O)C(O1)C)O)OC.C1(C(C)OC(C(OC)C1O)C(=O)O)O.C(C)(C)O', 'OC(C1C(C(O)C(O)C(O1)C)OC)=O.C1(C(OC)C(OC(C)C1O)C(O)=O)O.C(C)(O)C']",37.37,50.0,23.5,20.0,30,13.3,0.085,223.0
167,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C(=O)O)C(C(O)C(C(O1)C)O)OC.OC1C(C(OC(C1OC)C(=O)O)C)O.OC(C)C', 'CC1C(C(C(C(C(=O)O)O1)OC)O)O.C1(C(C(C)OC(C(=O)O)C1OC)O)O.CC(O)C', 'OC(C1OC(C(C(O)C1OC)O)C)=O.O(C)C1C(OC(C)C(O)C1O)C(O)=O.C(O)(C)C', 'COC1C(C(C(C)OC1C(O)=O)O)O.OC1C(C(OC(C(=O)O)C1OC)C)O.C(C)(C)O', 'CC1C(O)C(O)C(OC)C(C(=O)O)O1.COC1C(C(=O)O)OC(C(C1O)O)C.C(C)(O)C']",37.37,50.0,23.5,10.0,40,13.3,0.107,355.0
168,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'OC(C1C(OC)C(O)C(C(O1)C)O)=O.C(O)(C1C(OC)C(C(C(O1)C)O)O)=O.OC(C)C', 'C1(C(O)=O)C(C(O)C(C(O1)C)O)OC.O(C1C(O)C(O)C(C)OC1C(O)=O)C.CC(O)C', 'C1(O)C(OC(C(O)=O)C(OC)C1O)C.OC(=O)C1OC(C(O)C(O)C1OC)C.C(O)(C)C', 'OC1C(C)OC(C(O)=O)C(OC)C1O.O=C(O)C1C(C(C(C(O1)C)O)O)OC.C(C)(C)O']",37.37,50.0,23.5,30.0,30,13.3,0.109,127.0
169,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C(C(=O)O)OC(C(C1O)O)C)OC.O1C(C(=O)O)C(C(O)C(C1C)O)OC.C(C)(C)O', 'O(C1C(O)C(C(OC1C(=O)O)C)O)C.O1C(C(=O)O)C(C(O)C(C1C)O)OC.CC(O)C', 'C1(C(O)=O)OC(C)C(O)C(C1OC)O.OC(C1C(OC)C(O)C(O)C(O1)C)=O.C(C)(O)C', 'OC1C(OC(C(C1O)OC)C(=O)O)C.C1(C(O)=O)OC(C)C(C(O)C1OC)O.OC(C)C', 'C1(C(C(=O)O)OC(C)C(C1O)O)OC.C1(O)C(O)C(OC)C(C(O)=O)OC1C.C(O)(C)C']",37.37,50.0,23.5,10.0,50,13.3,0.121,285.0
170,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(OC(C)C(C(O)C1OC)O)C(O)=O.O1C(C)C(C(C(OC)C1C(O)=O)O)O.CC(O)C', 'CC1C(O)C(C(OC)C(O1)C(O)=O)O.C1(OC(C)C(C(C1OC)O)O)C(O)=O.C(C)(O)C', 'C1(O)C(O)C(C)OC(C(O)=O)C1OC.C1(OC)C(C(O)=O)OC(C(C1O)O)C.C(C)(C)O', 'C1(C)OC(C(=O)O)C(C(C1O)O)OC.OC(C1C(C(O)C(C(O1)C)O)OC)=O.C(O)(C)C', 'C1(O)C(OC(C(=O)O)C(C1O)OC)C.CC1OC(C(C(O)C1O)OC)C(=O)O.OC(C)C']",37.37,50.0,23.5,30.0,40,13.3,0.122,56.0
171,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'O(C1C(C(O)C(C)OC1C(=O)O)O)C.O(C1C(O)C(O)C(OC1C(=O)O)C)C.C(O)(C)C', 'OC1C(C(OC)C(OC1C)C(=O)O)O.C1(C(C(OC(C1O)C)C(O)=O)OC)O.CC(O)C', 'OC(=O)C1C(C(O)C(C(O1)C)O)OC.C1(O)C(OC(C(C1O)OC)C(O)=O)C.OC(C)C', 'OC1C(C(OC)C(OC1C)C(O)=O)O.CC1OC(C(OC)C(O)C1O)C(O)=O.C(C)(O)C', 'COC1C(C(C(C)OC1C(O)=O)O)O.C1(C(C(OC(C)C1O)C(O)=O)OC)O.C(C)(C)O']",37.37,50.0,23.5,20.0,40,13.3,0.131,118.0
172,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'C1(C)C(C(C(OC)C(C(=O)O)O1)O)O.COC1C(O)C(O)C(OC1C(O)=O)C.C(C)(C)O', 'C1(O)C(O)C(C(OC1C)C(=O)O)OC.CC1C(O)C(O)C(OC)C(C(=O)O)O1.C(O)(C)C', 'OC1C(O)C(C(OC1C)C(=O)O)OC.O1C(C(O)C(O)C(OC)C1C(O)=O)C.CC(O)C', 'O=C(O)C1C(OC)C(O)C(C(O1)C)O.C(=O)(C1OC(C(O)C(O)C1OC)C)O.OC(C)C', 'C1(C(C(C(C)OC1C(O)=O)O)O)OC.C1(C(O)C(OC)C(C(=O)O)OC1C)O.C(C)(O)C']",37.37,50.0,23.5,40.0,30,13.3,0.145,38.0
173,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'O1C(C(O)=O)C(C(C(C1C)O)O)OC.C(=O)(C1OC(C)C(C(O)C1OC)O)O.C(C)(C)O', 'OC1C(C(C)OC(C1OC)C(O)=O)O.O1C(C(C(C(C1C)O)O)OC)C(O)=O.CC(O)C', 'OC(C1C(OC)C(C(C(C)O1)O)O)=O.O=C(C1C(OC)C(C(O)C(C)O1)O)O.C(C)(O)C', 'COC1C(O)C(C(OC1C(O)=O)C)O.O=C(O)C1C(OC)C(C(O)C(C)O1)O.C(O)(C)C', 'C1(C(O)C(C(OC)C(C(O)=O)O1)O)C.C(O)(C1C(C(O)C(O)C(O1)C)OC)=O.OC(C)C']",37.37,50.0,23.5,20.0,50,13.3,0.157,93.0
175,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ipa,CC(C)O,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CC(C)O', 'O1C(C)C(C(O)C(OC)C1C(O)=O)O.O(C1C(C(C(C)OC1C(=O)O)O)O)C.C(O)(C)C', 'OC(=O)C1C(C(O)C(O)C(C)O1)OC.O1C(C(=O)O)C(C(C(C1C)O)O)OC.OC(C)C', 'C1(OC)C(OC(C)C(C1O)O)C(O)=O.C1(C(O)C(C(C)OC1C(=O)O)O)OC.C(C)(O)C', 'C1(O)C(C(OC(C1OC)C(O)=O)C)O.C1(C(C(=O)O)OC(C)C(O)C1O)OC.CC(O)C', 'OC1C(C)OC(C(C1O)OC)C(=O)O.C(O)(C1OC(C(O)C(O)C1OC)C)=O.C(C)(C)O']",37.37,50.0,23.5,30.0,50,13.3,0.182,34.0
176,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO', 'OC(C1OC(C(O)C(C1OC)O)C)=O.OC(C1OC(C)C(C(O)C1OC)O)=O.OCC', 'C1(C(C(=O)O)OC(C(C1O)O)C)OC.C1(OC(C)C(O)C(O)C1OC)C(=O)O.C(O)C', 'C1(C(O)C(O)C(OC1C(O)=O)C)OC.C1(C(C(OC)C(C(O)=O)OC1C)O)O.C(C)O']",37.37,50.0,26.5,10.0,30,0.06,0.0391,24.0
177,alginate,O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C),ethanol,CCO,"['O=C(O)C1OC(C)C(O)C(O)C1O(C).O=C(O)C1OC(C)C(O)C(O)C1O(C).CCO', 'O=C(O)C1C(OC)C(C(C(C)O1)O)O.OC1C(O)C(C(C(=O)O)OC1C)OC.OCC', 'COC1C(OC(C)C(C1O)O)C(O)=O.O=C(O)C1OC(C(O)C(C1OC)O)C.C(O)C', 'C1(O)C(OC)C(C(O)=O)OC(C)C1O.C1(C(C(O)C(O)C(C)O1)OC)C(O)=O.C(C)O']",37.37,50.0,26.5,10.0,40,0.06,0.0531,17.0
