Unnamed: 0,Polymer,Polymer_SMILES,Solvent,Solvent_SMILES,Augmented_SMILES,Contact_angle,Thickness_um,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo
29,pbo,FC(F)(F)C(c1ccc(C)cc1)(c6ccc(c5nc4ccc(c3ccc2nc(C)oc2c3)cc4o5)cc6)C(F)(F)F,ethanol,CCO,"['FC(F)(F)C(c1ccc(C)cc1)(c6ccc(c5nc4ccc(c3ccc2nc(C)oc2c3)cc4o5)cc6)C(F)(F)F.CCO', 'FC(F)(F)C(c1ccc(cc1)-c1nc2ccc(-c3cc4oc(C)nc4cc3)cc2o1)(C(F)(F)F)c1ccc(C)cc1.OCC', 'c1(-c2ccc(cc2)C(C(F)(F)F)(C(F)(F)F)c2ccc(C)cc2)oc2cc(ccc2n1)-c1ccc2nc(C)oc2c1.C(O)C', 'c1cc(ccc1C(C(F)(F)F)(C(F)(F)F)c1ccc(cc1)C)-c1oc2c(ccc(c2)-c2cc3oc(C)nc3cc2)n1.C(C)O']",90.0,23.35,26.5,15.0,25,1.0,0.0622,80.59259259
30,pbo,FC(F)(F)C(c1ccc(C)cc1)(c6ccc(c5nc4ccc(c3ccc2nc(C)oc2c3)cc4o5)cc6)C(F)(F)F,ethanol,CCO,"['FC(F)(F)C(c1ccc(C)cc1)(c6ccc(c5nc4ccc(c3ccc2nc(C)oc2c3)cc4o5)cc6)C(F)(F)F.CCO', 'Cc1ccc(C(c2ccc(-c3nc4ccc(cc4o3)-c3cc4c(nc(C)o4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1.C(O)C', 'FC(C(c1ccc(-c2oc3cc(-c4ccc5nc(oc5c4)C)ccc3n2)cc1)(C(F)(F)F)c1ccc(cc1)C)(F)F.OCC', 'o1c(C)nc2c1cc(cc2)-c1cc2c(cc1)nc(-c1ccc(C(C(F)(F)F)(C(F)(F)F)c3ccc(cc3)C)cc1)o2.C(C)O']",91.0,18.23,26.5,15.0,25,1.0,0.0486,216.1428571
32,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1c(ccc(C)c1)Cc1ccc(cc1)C.c1(C(c2ccc3c(C(=O)N(C3=O)C)c2)=O)ccc2C(N(C(c2c1)=O)c1ccc(C)cc1C)=O.OC(C)C', 'Cc1ccc(Cc2ccc(C)cc2)cc1.O=C(c1cc2c(C(N(C2=O)C)=O)cc1)c1ccc2c(C(N(C2=O)c2c(cc(cc2)C)C)=O)c1.C(C)(O)C', 'c1cc(C)ccc1Cc1ccc(C)cc1.O=C1c2c(cc(cc2)C(c2cc3C(N(C)C(c3cc2)=O)=O)=O)C(=O)N1c1c(C)cc(cc1)C.CC(O)C', 'c1c(ccc(c1)Cc1ccc(C)cc1)C.c1c2C(N(C)C(=O)c2ccc1C(=O)c1ccc2c(C(N(c3c(cc(cc3)C)C)C2=O)=O)c1)=O.C(C)(C)O', 'c1c(ccc(Cc2ccc(C)cc2)c1)C.O=C1c2c(C(=O)N1c1ccc(C)cc1C)cc(cc2)C(=O)c1ccc2C(N(C)C(c2c1)=O)=O.C(O)(C)C']",82.3,39.0,23.5,15.0,80,5.0,0.0256,945.402299
33,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'Cc1ccc(Cc2ccc(C)cc2)cc1.O=C1N(C)C(c2c1cc(C(c1cc3C(=O)N(C(=O)c3cc1)c1c(cc(C)cc1)C)=O)cc2)=O.CC(O)C', 'c1cc(ccc1Cc1ccc(cc1)C)C.c1cc(N2C(=O)c3c(ccc(c3)C(c3cc4c(cc3)C(=O)N(C4=O)C)=O)C2=O)c(C)cc1C.C(C)(O)C', 'c1cc(ccc1C)Cc1ccc(C)cc1.c1cc2c(cc1C(c1cc3c(C(N(C3=O)c3c(cc(C)cc3)C)=O)cc1)=O)C(N(C2=O)C)=O.C(C)(C)O', 'c1c(C)ccc(Cc2ccc(cc2)C)c1.c1cc2c(C(N(C2=O)C)=O)cc1C(c1cc2C(=O)N(c3c(cc(cc3)C)C)C(c2cc1)=O)=O.OC(C)C', 'c1(ccc(Cc2ccc(cc2)C)cc1)C.c12cc(C(=O)c3ccc4c(C(=O)N(C)C4=O)c3)ccc2C(N(c2ccc(C)cc2C)C1=O)=O.C(O)(C)C']",82.3,39.0,23.5,15.0,100,5.0,0.0545,1025.862069
35,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1(Cc2ccc(C)cc2)ccc(C)cc1.N1(c2ccc(cc2C)C)C(=O)c2cc(C(c3ccc4C(=O)N(C)C(c4c3)=O)=O)ccc2C1=O.CC(O)C', 'c1(C)ccc(Cc2ccc(C)cc2)cc1.C1(=O)N(C(=O)c2cc(ccc21)C(=O)c1cc2c(cc1)C(=O)N(C2=O)C)c1ccc(C)cc1C.C(C)(C)O', 'c1cc(C)ccc1Cc1ccc(C)cc1.c1cc2c(cc1C(c1ccc3c(C(N(C3=O)c3ccc(cc3C)C)=O)c1)=O)C(N(C2=O)C)=O.C(C)(O)C', 'c1c(Cc2ccc(C)cc2)ccc(C)c1.c1c(c(cc(c1)C)C)N1C(=O)c2c(C1=O)ccc(C(c1ccc3c(c1)C(N(C3=O)C)=O)=O)c2.OC(C)C', 'c1cc(ccc1C)Cc1ccc(C)cc1.O=C1c2cc(ccc2C(N1C)=O)C(=O)c1cc2C(=O)N(C(=O)c2cc1)c1ccc(C)cc1C.C(O)(C)C']",82.3,28.0,23.5,15.0,80,5.0,0.0392,1025.862069
36,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1c(ccc(c1)C)Cc1ccc(C)cc1.c1cc(cc(c1N1C(=O)c2c(ccc(c2)C(=O)c2ccc3C(N(C)C(=O)c3c2)=O)C1=O)C)C.OC(C)C', 'c1cc(ccc1Cc1ccc(C)cc1)C.c12c(cc(C(c3ccc4C(=O)N(C)C(c4c3)=O)=O)cc1)C(N(C2=O)c1ccc(C)cc1C)=O.C(C)(C)O', 'Cc1ccc(cc1)Cc1ccc(C)cc1.CN1C(=O)c2cc(ccc2C1=O)C(c1cc2c(cc1)C(N(C2=O)c1ccc(C)cc1C)=O)=O.C(O)(C)C', 'c1(Cc2ccc(cc2)C)ccc(C)cc1.c1(ccc2c(C(N(C)C2=O)=O)c1)C(c1ccc2c(C(=O)N(c3ccc(C)cc3C)C2=O)c1)=O.CC(O)C', 'c1c(ccc(c1)C)Cc1ccc(cc1)C.O=C1c2c(cc(cc2)C(=O)c2ccc3c(c2)C(N(C3=O)C)=O)C(N1c1ccc(C)cc1C)=O.C(C)(O)C']",82.3,28.0,23.5,15.0,100,5.0,0.0699,864.942529
37,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1(ccc(Cc2ccc(C)cc2)cc1)C.O=C(c1ccc2c(c1)C(N(C)C2=O)=O)c1ccc2c(c1)C(=O)N(c1c(C)cc(C)cc1)C2=O.OC(C)C', 'c1c(ccc(c1)C)Cc1ccc(cc1)C.c1c(cc2C(N(C(=O)c2c1)C)=O)C(=O)c1ccc2c(c1)C(=O)N(c1ccc(cc1C)C)C2=O.CC(O)C', 'c1(ccc(cc1)Cc1ccc(cc1)C)C.O=C1c2ccc(C(=O)c3ccc4c(c3)C(=O)N(c3c(cc(C)cc3)C)C4=O)cc2C(=O)N1C.C(C)(C)O', 'c1cc(C)ccc1Cc1ccc(cc1)C.c12ccc(C(=O)c3ccc4C(=O)N(C)C(c4c3)=O)cc2C(N(C1=O)c1ccc(C)cc1C)=O.C(C)(O)C', 'c1c(Cc2ccc(C)cc2)ccc(C)c1.C1(=O)N(C(=O)c2ccc(cc21)C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)cc1C)C2=O)C.C(O)(C)C']",82.3,10.0,23.5,15.0,60,5.0,0.0631,2916.666667
39,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1cc(ccc1Cc1ccc(cc1)C)C.c1c2C(N(C(=O)c2cc(C(c2cc3C(=O)N(C)C(=O)c3cc2)=O)c1)c1ccc(cc1C)C)=O.C(C)(C)O', 'c1c(Cc2ccc(cc2)C)ccc(c1)C.c12C(N(C(c2cc(C(c2ccc3c(c2)C(=O)N(c2ccc(C)cc2C)C3=O)=O)cc1)=O)C)=O.CC(O)C', 'c1(Cc2ccc(C)cc2)ccc(C)cc1.c12c(cc(cc2)C(=O)c2cc3C(=O)N(C)C(=O)c3cc2)C(N(C1=O)c1ccc(C)cc1C)=O.OC(C)C', 'c1(ccc(Cc2ccc(cc2)C)cc1)C.c1c(cc2C(=O)N(C)C(c2c1)=O)C(c1cc2C(N(C(=O)c2cc1)c1c(cc(cc1)C)C)=O)=O.C(O)(C)C', 'c1cc(ccc1C)Cc1ccc(cc1)C.c1cc2C(N(C(c2cc1C(c1ccc2C(=O)N(C(c2c1)=O)C)=O)=O)c1ccc(cc1C)C)=O.C(C)(O)C']",82.3,10.0,23.5,15.0,100,5.0,0.2182,1488.505747
40,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1(ccc(Cc2ccc(C)cc2)cc1)C.N1(C(=O)c2c(ccc(C(=O)c3cc4c(cc3)C(N(C)C4=O)=O)c2)C1=O)c1c(cc(C)cc1)C.OC(C)C', 'c1c(Cc2ccc(C)cc2)ccc(c1)C.C1(=O)c2cc(ccc2C(=O)N1C)C(=O)c1cc2c(C(=O)N(C2=O)c2c(C)cc(cc2)C)cc1.CC(O)C', 'c1c(ccc(C)c1)Cc1ccc(C)cc1.c1c2C(N(C(c2ccc1C(c1cc2c(cc1)C(N(c1ccc(C)cc1C)C2=O)=O)=O)=O)C)=O.C(C)(C)O', 'c1cc(ccc1Cc1ccc(C)cc1)C.c1(c(N2C(=O)c3cc(C(c4cc5c(C(N(C5=O)C)=O)cc4)=O)ccc3C2=O)ccc(c1)C)C.C(O)(C)C', 'c1c(C)ccc(Cc2ccc(cc2)C)c1.C1(c2cc(ccc2C(N1C)=O)C(c1cc2C(=O)N(c3c(cc(cc3)C)C)C(=O)c2cc1)=O)=O.C(C)(O)C']",82.3,20.5,23.5,15.0,60,1.0,0.0496,5265.366081
41,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'Cc1ccc(Cc2ccc(cc2)C)cc1.c12c(cc(cc1)C(=O)c1ccc3c(c1)C(=O)N(c1c(C)cc(cc1)C)C3=O)C(=O)N(C)C2=O.OC(C)C', 'c1(ccc(C)cc1)Cc1ccc(C)cc1.Cc1cc(C)ccc1N1C(=O)c2cc(C(c3cc4C(=O)N(C)C(=O)c4cc3)=O)ccc2C1=O.CC(O)C', 'c1cc(ccc1Cc1ccc(cc1)C)C.O=C(c1ccc2C(N(C)C(=O)c2c1)=O)c1cc2C(=O)N(c3c(cc(C)cc3)C)C(=O)c2cc1.C(C)(O)C', 'c1(C)ccc(cc1)Cc1ccc(cc1)C.c1c2C(N(C(=O)c2cc(C(c2cc3C(=O)N(C)C(=O)c3cc2)=O)c1)c1c(cc(C)cc1)C)=O.C(C)(C)O', 'c1(C)ccc(cc1)Cc1ccc(cc1)C.c1(C)c(N2C(c3cc(C(=O)c4cc5c(cc4)C(=O)N(C5=O)C)ccc3C2=O)=O)ccc(C)c1.C(O)(C)C']",82.3,20.5,23.5,15.0,70,1.0,0.0695,5265.366081
42,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1c(ccc(c1)C)Cc1ccc(C)cc1.c1(N2C(=O)c3c(cc(C(c4ccc5C(N(C(=O)c5c4)C)=O)=O)cc3)C2=O)ccc(cc1C)C.OC(C)C', 'c1(Cc2ccc(C)cc2)ccc(cc1)C.c1(C(c2ccc3c(c2)C(=O)N(C3=O)C)=O)ccc2C(=O)N(C(=O)c2c1)c1ccc(cc1C)C.CC(O)C', 'c1(ccc(Cc2ccc(cc2)C)cc1)C.CN1C(c2c(ccc(c2)C(c2cc3C(N(c4ccc(cc4C)C)C(=O)c3cc2)=O)=O)C1=O)=O.C(C)(O)C', 'Cc1ccc(cc1)Cc1ccc(C)cc1.O=C1c2cc(C(=O)c3ccc4c(c3)C(=O)N(C4=O)c3c(C)cc(C)cc3)ccc2C(=O)N1C.C(O)(C)C', 'c1(C)ccc(Cc2ccc(C)cc2)cc1.c1cc(cc(c1N1C(c2cc(C(c3cc4C(N(C(c4cc3)=O)C)=O)=O)ccc2C1=O)=O)C)C.C(C)(C)O']",82.3,20.5,23.5,15.0,80,1.0,0.1072,5265.366081
43,p84,Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O,ipa,CC(C)O,"['Cc2ccc(Cc1ccc(C)cc1)cc2.Cc1cc(C)ccc1n5c(=O)c4ccc(C(=O)c3ccc2c(=O)n(C)c(=O)c2c3)cc4c5=O.CC(C)O', 'c1cc(Cc2ccc(cc2)C)ccc1C.c12C(N(c3ccc(C)cc3C)C(=O)c2cc(C(c2cc3c(cc2)C(=O)N(C)C3=O)=O)cc1)=O.C(C)(O)C', 'c1cc(ccc1Cc1ccc(cc1)C)C.c1c2C(=O)N(C(=O)c2cc(c1)C(=O)c1cc2c(cc1)C(N(C2=O)C)=O)c1ccc(C)cc1C.CC(O)C', 'c1(ccc(Cc2ccc(C)cc2)cc1)C.O=C(c1cc2c(C(=O)N(c3ccc(cc3C)C)C2=O)cc1)c1cc2C(N(C)C(c2cc1)=O)=O.OC(C)C', 'c1cc(C)ccc1Cc1ccc(C)cc1.c12cc(C(=O)c3ccc4C(N(c5c(cc(cc5)C)C)C(=O)c4c3)=O)ccc1C(=O)N(C2=O)C.C(O)(C)C', 'C(c1ccc(cc1)C)c1ccc(C)cc1.c1c(ccc2c1C(N(C)C2=O)=O)C(=O)c1ccc2c(c1)C(=O)N(C2=O)c1ccc(C)cc1C.C(C)(C)O']",82.3,20.5,23.5,15.0,90,1.0,0.1728,5265.366081
44,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'C(O)(C)CC.CC(O)C', 'CCC(O)C.C(C)(C)O', 'C(CC)(C)O.OC(C)C', 'OC(CC)C.C(O)(C)C', 'CCC(C)O.C(C)(O)C']",74.0,22.0,23.5,10.0,25,1.3,0.0293,4.930693
45,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CC(O)CC.C(O)(C)C', 'C(C(C)O)C.OC(C)C', 'C(O)(CC)C.CC(O)C', 'C(O)(C)CC.C(C)(C)O', 'C(C)C(O)C.C(C)(O)C']",74.0,22.0,23.5,5.0,25,1.3,0.0299,5.108911
46,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'OC(CC)C.C(C)(C)O', 'CC(O)CC.OC(C)C', 'C(O)(CC)C.C(O)(C)C', 'C(CC)(O)C.CC(O)C', 'CC(CC)O.C(C)(O)C']",74.0,22.0,23.5,15.0,25,1.3,0.0304,5.643564
47,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CC(CC)O.C(C)(C)O', 'CC(O)CC.C(C)(O)C', 'CCC(C)O.OC(C)C', 'C(O)(CC)C.CC(O)C', 'OC(CC)C.C(O)(C)C']",74.0,22.0,23.5,20.0,25,1.3,0.0561,8.19802
49,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CCC(O)C.OC(C)C', 'OC(C)CC.CC(O)C', 'C(O)(CC)C.C(C)(O)C', 'OC(CC)C.C(O)(C)C']",74.0,22.0,23.5,25.0,75,1.3,0.495,12.33663366
50,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'C(O)(CC)C.CC(O)C', 'CC(CC)O.OC(C)C', 'C(C)C(C)O.C(C)(O)C', 'C(C(O)C)C.C(C)(C)O', 'OC(C)CC.C(O)(C)C']",74.0,22.0,23.5,20.0,75,1.3,0.9406,2.98019802
51,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CCC(C)O.C(C)(C)O', 'CC(O)CC.OC(C)C', 'OC(C)CC.CC(O)C', 'C(C)(CC)O.C(O)(C)C', 'C(C)C(C)O.C(C)(O)C']",74.0,22.0,23.5,15.0,75,1.3,2.1782,2.00990099
53,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'C(C)C(C)O.C(C)(C)O', 'CC(CC)O.OC(C)C', 'OC(C)CC.C(O)(C)C', 'C(C(O)C)C.CC(O)C', 'CC(O)CC.C(C)(O)C']",74.0,22.0,23.5,5.0,75,1.3,7.8713,3.673267327
54,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CC(CC)O.OC(C)C', 'CCC(C)O.CC(O)C', 'CC(O)CC.C(C)(O)C', 'C(C(C)O)C.C(C)(C)O', 'C(CC)(C)O.C(O)(C)C']",74.0,10.0,23.5,10.0,30,0.06,0.123,77.0
55,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'C(O)(C)CC.OC(C)C', 'CC(CC)O.CC(O)C', 'CC(O)CC.C(O)(C)C', 'CCC(C)O.C(C)(C)O', 'C(C(C)O)C.C(C)(O)C']",74.0,10.0,23.5,12.5,30,0.06,0.138,59.0
56,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CCC(C)O.CC(O)C', 'C(C(O)C)C.C(C)(O)C', 'CCC(O)C.C(O)(C)C', 'OC(C)CC.OC(C)C', 'CC(O)CC.C(C)(C)O']",74.0,10.0,23.5,15.0,30,0.06,0.145,46.0
57,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CCC(O)C.C(O)(C)C', 'OC(CC)C.C(C)(C)O', 'C(C)(O)CC.CC(O)C', 'C(CC)(O)C.OC(C)C', 'C(C(O)C)C.C(C)(O)C']",74.0,10.0,23.5,20.0,30,0.06,0.163,30.0
59,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'C(O)(C)CC.OCC', 'C(C(C)O)C.C(C)O', 'CCC(O)C.C(O)C']",74.0,22.0,26.5,8.0,50,3.0,0.0328,115.15
60,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'CCC(O)C.C(O)C', 'CC(CC)O.OCC']",74.0,22.0,26.5,10.0,40,3.0,0.0355,77.91
61,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'C(C(C)O)C.CC(O)C', 'CC(O)CC.C(O)(C)C', 'C(C(O)C)C.C(C)(C)O', 'C(C)C(C)O.OC(C)C', 'CCC(O)C.C(C)(O)C']",74.0,22.0,23.5,8.0,50,3.0,0.0357,148.27
62,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'C(C)(CC)O.C(C)O', 'C(CC)(O)C.OCC', 'CC(O)CC.C(O)C']",74.0,22.0,26.5,15.0,40,3.0,0.0376,103.76
63,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'OC(CC)C.OC(C)C', 'OC(C)CC.C(O)(C)C', 'C(C(C)O)C.CC(O)C', 'CCC(C)O.C(C)(O)C']",74.0,22.0,23.5,10.0,40,3.0,0.0419,137.44
64,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'CCC(C)O.OCC', 'CCC(O)C.C(C)O', 'OC(C)CC.C(O)C']",74.0,22.0,26.5,10.0,40,3.0,0.044,57.29
65,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'C(C(C)O)C.CC(O)C', 'CC(O)CC.C(O)(C)C', 'OC(CC)C.OC(C)C', 'OC(C)CC.C(C)(C)O']",74.0,22.0,23.5,12.5,50,3.0,0.0484,95.29
66,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CC(O)CC.C(C)(C)O', 'CC(CC)O.OC(C)C', 'C(O)(C)CC.C(O)(C)C', 'C(C)(O)CC.CC(O)C', 'C(C(O)C)C.C(C)(O)C']",74.0,22.0,23.5,12.5,50,3.0,0.0487,98.1
68,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'C(C)C(O)C.C(C)O', 'CCC(C)O.OCC', 'C(O)(C)CC.C(O)C']",74.0,22.0,26.5,12.5,50,3.0,0.052,80.66
69,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'C(C)C(C)O.OCC', 'CC(O)CC.C(C)O', 'CCC(C)O.C(O)C']",74.0,22.0,26.5,10.0,60,3.0,0.0522,90.23
70,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CC(O)CC.OC(C)C', 'CCC(C)O.CC(O)C', 'CCC(O)C.C(C)(C)O', 'C(C)C(C)O.C(C)(O)C', 'OC(C)CC.C(O)(C)C']",74.0,22.0,23.5,12.5,50,3.0,0.0528,105.46
71,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CC(CC)O.OC(C)C', 'CCC(C)O.C(C)(O)C', 'C(O)(C)CC.C(O)(C)C', 'OC(CC)C.CC(O)C', 'C(CC)(C)O.C(C)(C)O']",74.0,22.0,23.5,12.5,50,3.0,0.0535,92.23
72,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'C(C)(CC)O.CC(O)C', 'C(C(C)O)C.OC(C)C', 'CC(O)CC.C(O)(C)C', 'C(O)(C)CC.C(C)(C)O', 'CCC(C)O.C(C)(O)C']",74.0,22.0,23.5,12.5,33,3.0,0.0538,120.46
74,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CCC(C)O.OC(C)C', 'C(CC)(O)C.CC(O)C', 'CC(O)CC.C(O)(C)C', 'C(C)(CC)O.C(C)(C)O', 'C(C(C)O)C.C(C)(O)C']",74.0,22.0,23.5,12.5,50,3.0,0.0548,98.09
75,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'OC(C)CC.CC(O)C', 'OC(CC)C.OC(C)C', 'C(C)(O)CC.C(C)(O)C', 'CC(CC)O.C(C)(C)O']",74.0,22.0,23.5,12.5,50,3.0,0.055,96.37
76,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'OC(CC)C.C(O)C', 'CCC(O)C.OCC', 'CC(O)CC.C(C)O']",74.0,22.0,26.5,12.5,50,3.0,0.0559,82.22
77,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'C(C(O)C)C.C(C)O', 'C(C)C(O)C.OCC', 'OC(CC)C.C(O)C']",74.0,22.0,26.5,12.5,50,3.0,0.0571,87.19
78,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'OC(C)CC.C(C)O', 'CC(CC)O.OCC', 'CC(O)CC.C(O)C']",74.0,22.0,26.5,12.5,50,3.0,0.0571,75.07
79,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'OC(C)CC.C(O)C', 'CC(O)CC.OCC', 'CCC(C)O.C(C)O']",74.0,22.0,26.5,12.5,50,3.0,0.058,90.14
80,pva,C(C)C(C)(O),ipa,CC(C)O,"['C(C)C(C)(O).CC(C)O', 'CC(CC)O.CC(O)C', 'CCC(C)O.OC(C)C', 'OC(C)CC.C(C)(C)O', 'OC(CC)C.C(C)(O)C']",74.0,22.0,23.5,12.5,50,3.0,0.0587,95.27
82,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'CCC(C)O.OCC', 'CC(CC)O.C(O)C', 'OC(CC)C.C(C)O']",74.0,22.0,26.5,15.0,40,3.0,0.0619,98.82
84,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'CC(CC)O.OCC', 'C(C(O)C)C.C(O)C', 'CC(O)CC.C(C)O']",74.0,22.0,26.5,12.5,50,3.0,0.0658,79.37
85,pva,C(C)C(C)(O),ethanol,CCO,"['C(C)C(C)(O).CCO', 'OC(CC)C.C(O)C', 'OC(C)CC.C(C)O', 'CCC(C)O.OCC']",74.0,22.0,26.5,10.0,60,3.0,0.0678,105.93
