Index,Polymer,Contact_angle,Thickness_um,Solvent,Solvent_solubility_parameter_Mpa_sqrt,xw_wt_percent,Temp_C,Permeate_pressure_mbar,J_Total_flux_kg_m_2h_1,a_Separation_factor_wo,Sum_of_frags
319,pdms,108.08219,4.405094191,n-butanol,23.1,99,40,4,0.720574516,0.02381,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
320,pdms,108.08219,4.405094191,n-butanol,23.1,99.08,40,4,0.744444444,0.023971,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
321,pdms,108.08219,4.405094191,n-butanol,23.1,99,40,4,0.769430052,0.023827,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
322,pdms,108.08219,4.405094191,n-butanol,23.1,98.49333333,40,4,0.877777778,0.023404,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
323,pdms,108.08219,4.405094191,n-butanol,23.1,97.88,40,4,0.977777778,0.022551,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
324,pdms,108.08219,4.405094191,n-butanol,23.1,97.28,40,4,1.138888889,0.02129,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
325,pdms,108.08219,4.405094191,n-butanol,23.1,99,50,4,1.183937824,0.022494,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
326,pdms,108.08219,4.405094191,n-butanol,23.1,99,60,4,1.588082902,0.020887,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
327,pdms,108.08219,4.405094191,n-butanol,23.1,99,70,4,2.20984456,0.021588,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
328,pdms,110,13.3,n-butanol,23.1,99,40,1,0.282,0.025907,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
329,pdms,108.2,11.5,n-butanol,23.1,98.5,55,0.6,0.6926829,0.023782,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
330,pdms,109,10,ethanol,26.5,95,40,3,0.468208092,0.138462,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
331,pdms,109,10,n-butanol,23.1,95,40,3,0.589595376,0.05,"[3, 3, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
332,pva,74,3,methanol,29.6,15,50,3,0.270805067,30.434783,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
333,pva,74,3,methanol,29.6,15,60,3,0.270805067,30.434783,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
334,pva,74,3,methanol,29.6,1,50,3,0.271142921,1176.811594,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
335,pva,74,3,methanol,29.6,10,50,3,0.285797323,101.449275,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
336,pva,74,3,methanol,29.6,3,50,3,0.290745611,831.884058,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
337,pva,74,3,methanol,29.6,5,50,3,0.300587959,547.826087,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
338,pva,74,3,methanol,29.6,20,50,3,0.330898221,20.289855,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
339,pva,74,3,methanol,29.6,20,60,3,0.332481466,20.289855,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
340,pva,74,3,methanol,29.6,20,70,3,0.332481466,20.289855,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
341,pva,74,3,methanol,29.6,1,60,3,0.419519863,1247.826087,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
342,pva,74,3,methanol,29.6,10,60,3,0.432726751,111.594203,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
343,pva,74,3,methanol,29.6,3,60,3,0.43333507,882.608696,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
344,pva,74,3,methanol,29.6,5,60,3,0.475679607,547.826087,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
345,pva,74,3,methanol,29.6,15,70,3,0.487656633,30.434783,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
346,pva,74,3,methanol,29.6,3,70,3,0.5798413,913.043478,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
347,pva,74,3,methanol,29.6,1,70,3,0.580966706,1318.84058,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
348,pva,74,3,methanol,29.6,5,70,3,0.615752926,547.826087,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
349,pva,74,3,methanol,29.6,10,70,3,0.663587992,111.594203,"[1, 1, 1, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
350,pdms,108.08219,25,ipa,23.5,99,30,1,0.212258065,0.055319,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
351,pdms,108.08219,25,ipa,23.5,96,30,1,0.30375,0.077143,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
352,pdms,108.08219,25,ipa,23.5,96,30,1,0.307096774,0.076471,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
353,pdms,108.08219,25,ipa,23.5,93,30,1,0.429032258,0.086667,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
354,pdms,108.08219,25,ipa,23.5,96,40,1,0.46125,0.082653,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
355,pdms,108.08219,25,ipa,23.5,91,30,1,0.609677419,0.096296,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
356,pdms,108.08219,25,ipa,23.5,96,50,1,0.63,0.092571,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
357,pdms,108.08219,25,ipa,23.5,96,60,1,0.793125,0.100621,"[4, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
358,pdms,108.08219,1.5,methanol,29.6,95,20,10,0.441142857,0.132593,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
359,pdms,108.08219,1.5,ethanol,26.5,95,20,10,0.441142857,0.105294,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
360,ppms,121.2,1.5,methanol,29.6,95,20,10,0.537142857,0.325455,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
361,ppms,121.2,1.5,ethanol,26.5,95,20,10,0.578285714,0.1432,"[2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
362,pdms,108.08219,1.5,methanol,29.6,95,30,10,0.660571429,0.137692,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
363,pdms,108.08219,1.5,ethanol,26.5,95,30,10,0.660571429,0.111875,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
364,ppms,121.2,1.5,methanol,29.6,95,30,10,0.797714286,0.238667,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
365,ppms,121.2,1.5,ethanol,26.5,95,30,10,0.893714286,0.162727,"[2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
366,pdms,108.08219,1.5,methanol,29.6,95,40,10,1.140571429,0.1432,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
367,pdms,108.08219,1.5,ethanol,26.5,95,40,10,1.140571429,0.108485,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
368,pdms,108.08219,1.5,methanol,29.6,95,45,10,1.346285714,0.1432,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
369,ppms,121.2,1.5,methanol,29.6,95,40,10,1.36,0.210588,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
370,pdms,108.08219,1.5,ethanol,26.5,95,45,10,1.387428571,0.108485,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
371,ppms,121.2,1.5,ethanol,26.5,95,40,10,1.428571429,0.170476,"[2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
372,ppms,121.2,1.5,methanol,29.6,95,45,10,1.730285714,0.198889,"[2, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
373,ppms,121.2,1.5,ethanol,26.5,95,45,10,1.785142857,0.162727,"[2, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0]"
374,pdms,108.08219,8,methanol,29.6,99.7,30,9,0.366492147,0.130435,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
375,pdms,108.08219,8,methanol,29.6,99,30,9,0.418848168,0.295775,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
376,pdms,108.08219,8,methanol,29.6,99,35,9,0.497382199,0.308824,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
377,pdms,108.08219,8,methanol,29.6,97,30,9,0.54973822,0.538462,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
378,pdms,108.08219,8,methanol,29.6,99.7,35,9,0.54973822,0.135484,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
379,pdms,108.08219,8,methanol,29.6,99.7,40,9,0.641361257,0.138158,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
380,pdms,108.08219,8,methanol,29.6,99,40,9,0.654450262,0.323077,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
381,pdms,108.08219,8,methanol,29.6,97,35,9,0.732984293,0.567568,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
382,pdms,108.08219,8,methanol,29.6,97,40,9,0.876963351,0.567568,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
383,pdms,108.08219,8,methanol,29.6,99,45,9,0.994764398,0.344262,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
384,pdms,108.08219,8,methanol,29.6,99.7,45,9,0.994764398,0.146853,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
385,pdms,108.08219,8,methanol,29.6,97,45,9,1.544502618,0.6,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
386,pdms,108.08219,8,methanol,29.6,99.7,50,9,1.64921466,0.15,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
387,pdms,108.08219,8,methanol,29.6,99,50,9,1.727748691,0.355932,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
388,pdms,108.08219,8,methanol,29.6,97,50,9,2.094240838,0.636364,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
389,pdms,108.08219,8,methanol,29.6,99.7,30,9,0.368421053,0.130263,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
390,pdms,108.08219,8,methanol,29.6,99,30,9,0.389473684,0.3,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
391,pdms,108.08219,8,ethanol,26.5,99.7,30,9,0.515789474,0.341379,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
392,pdms,108.08219,8,methanol,29.6,97,30,9,0.547368421,0.55,"[3, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
393,pdms,108.08219,8,ethanol,26.5,99,30,9,0.6,0.61875,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
394,pdms,108.08219,8,ethanol,26.5,97,30,9,0.905263158,0.9,"[3, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
395,chitosan,55.1,26.2,methanol,29.6,1.9,25,2.5,0.164018692,3.047847,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
396,chitosan,55.1,26.2,methanol,29.6,5,25,2.5,0.189252336,3.181818,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
397,chitosan,55.1,26.2,methanol,29.6,9,25,2.5,0.210280374,3.449761,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
398,chitosan,55.1,26.2,methanol,29.6,16.1,25,2.5,0.239719626,4.555024,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
399,chitosan,55.1,26.2,methanol,29.6,5,35,2.5,0.269158879,3.583732,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
400,chitosan,55.1,26.2,methanol,29.6,1.9,35,2.5,0.285981308,3.215311,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
401,chitosan,55.1,26.2,methanol,29.6,9,35,2.5,0.307009346,3.985646,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
402,chitosan,55.1,26.2,methanol,29.6,16.1,35,2.5,0.361682243,4.923445,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
403,chitosan,55.1,26.2,methanol,29.6,26.8,25,2.5,0.361682243,3.985646,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
404,chitosan,55.1,26.2,methanol,29.6,5,45,2.5,0.38271028,3.751196,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
405,chitosan,55.1,26.2,methanol,29.6,1.9,45,2.5,0.386915888,3.248804,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
406,chitosan,55.1,26.2,methanol,29.6,9,45,2.5,0.420560748,4.287081,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
407,chitosan,55.1,26.2,methanol,29.6,16.1,45,2.5,0.479439252,5.291866,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
408,chitosan,55.1,26.2,methanol,29.6,1.9,55,2.5,0.48364486,3.483254,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
409,chitosan,55.1,26.2,methanol,29.6,26.8,35,2.5,0.538317757,4.38756,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
410,chitosan,55.1,26.2,methanol,29.6,5,55,2.5,0.550934579,4.688995,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
411,chitosan,55.1,26.2,methanol,29.6,9,55,2.5,0.597196262,5.191388,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
412,chitosan,55.1,26.2,methanol,29.6,16.1,55,2.5,0.622429907,5.894737,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
413,chitosan,55.1,26.2,methanol,29.6,26.8,45,2.5,0.668691589,4.856459,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
414,chitosan,55.1,26.2,methanol,29.6,26.8,55,2.5,0.845327103,5.69378,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
415,chitosan,55.1,28.4,methanol,29.6,5.45,45,2.5,0.21752988,5.646396,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
416,chitosan,55.1,28.4,methanol,29.6,10.31,45,2.5,0.401593625,4.301595,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
417,chitosan,55.1,28.4,methanol,29.6,1.99,45,2.5,0.429482072,3.276708,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
418,chitosan,55.1,28.4,methanol,29.6,1.2,45,2.5,0.647011952,3.523793,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
419,chitosan,55.1,28.4,methanol,29.6,21.21,45,2.5,0.842231076,3.78723,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
420,chitosan,55.1,28.4,methanol,29.6,29.96,45,2.5,1.188047809,3.739064,"[1, 2, 10, 0, 5, 0, 2, 0, 0, 0, 4, 0, 0, 0, 0]"
421,alginate,36,0.19,methanol,29.6,10,77,3,1.81,653,"[1, 0, 10, 2, 7, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0]"
422,pva,74,22,ethylene_glycol,32.9,10,25,8,0.0316,419.354839,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
423,pva,74,10,ethylene_glycol,32.9,10,60,6.7,0.294736842,1687.5,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
424,pva,74,10,ethylene_glycol,32.9,10,60,6.7,0.325581395,1675.637394,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
425,pva,74,10,ethylene_glycol,32.9,10,75,6.7,1.046511628,604.815864,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
426,pva,74,10,ethylene_glycol,32.9,10,70,6.7,1.093023256,1001.416431,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
427,pva,74,10,ethylene_glycol,32.9,10,70,6.7,1.136842105,1000,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
428,pva,74,10,ethylene_glycol,32.9,20,60,6.7,1.186046512,2488.668555,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
429,pva,74,10,ethylene_glycol,32.9,20,60,6.7,1.221052632,2500,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
430,pva,74,10,ethylene_glycol,32.9,10,75,6.7,1.263157895,593.75,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
431,pva,74,10,ethylene_glycol,32.9,10,80,6.7,1.372093023,297.450425,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
432,pva,74,10,ethylene_glycol,32.9,10,80,6.7,1.389473684,296.875,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
433,pva,74,10,ethylene_glycol,32.9,30,60,6.7,2.273684211,1390.625,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
434,pva,74,10,ethylene_glycol,32.9,30,60,6.7,2.302325581,1388.101983,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
435,pva,74,10,ethylene_glycol,32.9,20,70,6.7,2.488372093,1477.33711,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
436,pva,74,10,ethylene_glycol,32.9,20,70,6.7,2.526315789,1484.375,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
437,pva,74,10,ethylene_glycol,32.9,20,75,6.7,2.558139535,1219.546742,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
438,pva,74,10,ethylene_glycol,32.9,20,75,6.7,2.652631579,1218.75,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
439,pva,74,10,ethylene_glycol,32.9,20,80,6.7,2.744186047,892.351275,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
440,pva,74,10,ethylene_glycol,32.9,20,80,6.7,2.821052632,906.25,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
441,pva,74,10,ethylene_glycol,32.9,30,70,6.7,3.705263158,796.875,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
442,pva,74,10,ethylene_glycol,32.9,30,70,6.7,3.720930233,793.201133,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
443,pva,74,10,ethylene_glycol,32.9,40,60,6.7,3.906976744,1001.416431,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
444,pva,74,10,ethylene_glycol,32.9,40,60,6.7,3.915789474,1015.625,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
445,pva,74,10,ethylene_glycol,32.9,30,75,6.7,4,390.625,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
446,pva,74,10,ethylene_glycol,32.9,30,75,6.7,4.023255814,386.685552,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
447,pva,74,10,ethylene_glycol,32.9,30,80,6.7,4.505263158,125,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
448,pva,74,10,ethylene_glycol,32.9,30,80,6.7,4.511627907,128.895184,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
449,pva,74,10,ethylene_glycol,32.9,40,70,6.7,5.209302326,703.966006,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
450,pva,74,10,ethylene_glycol,32.9,40,70,6.7,5.221052632,703.125,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
451,pva,74,10,ethylene_glycol,32.9,40,75,6.7,5.906976744,198.300283,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
452,pva,74,10,ethylene_glycol,32.9,40,75,6.7,5.936842105,203.125,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
453,pva,74,10,ethylene_glycol,32.9,40,80,6.7,6.905263158,62.5,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
454,pva,74,10,ethylene_glycol,32.9,40,80,6.7,6.906976744,69.405099,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
455,pva,50.22,15,ethylene_glycol,32.9,20,50,6.7,0.071137026,1247.213949,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
456,pva,50.22,15,ethylene_glycol,32.9,20,60,6.7,0.131778426,1070.3364,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
457,pva,50.22,15,ethylene_glycol,32.9,20,70,6.7,0.212244898,934.285707,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
458,pva,50.22,15,ethylene_glycol,32.9,10,70,6.7,0.308510638,841.121495,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
459,pva,50.22,15,ethylene_glycol,32.9,20,80,6.7,0.35451895,600.617229,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
460,pva,50.22,15,ethylene_glycol,32.9,20,70,6.7,0.414893617,925.233645,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
461,pva,50.22,15,ethylene_glycol,32.9,40,70,6.7,0.670212766,2551.401869,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
462,pva,50.22,15,ethylene_glycol,32.9,60,70,6.7,0.989361702,2242.990654,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
463,pva,50.22,15,ethylene_glycol,32.9,80,70,6.7,1.382978723,5495.327103,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
464,pva,74,100,ethylene_glycol,32.9,10,70,6.7,0.422619048,1063.333333,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
465,pva,74,100,ethylene_glycol,32.9,20,70,6.7,0.833333333,1200,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
466,pva,74,100,ethylene_glycol,32.9,30,70,6.7,1.244047619,780,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
467,pva,74,100,ethylene_glycol,32.9,40,70,6.7,1.398809524,706.666667,"[0, 3, 1, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
468,ppo,89,40,ethylene_glycol,32.9,5,50,0.01,0.011617647,480,"[2, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
469,ppo,89,40,ethylene_glycol,32.9,7,50,0.01,0.012720588,440,"[2, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
470,ppo,89,40,ethylene_glycol,32.9,10,50,0.01,0.015588235,400,"[2, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
471,ppo,89,40,ethylene_glycol,32.9,12,50,0.01,0.016176471,293.333333,"[2, 2, 0, 0, 2, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0]"
472,pim-1,108.2,45,ethylene_glycol,32.9,20,30,10,0.162637362,59.216867,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
473,pim-1,87.8,30,ethylene_glycol,32.9,6.56,30,10,0.027333333,36.42,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
474,pim-1,87.8,30,ethylene_glycol,32.9,18.5,20,10,0.041666667,18.75,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
475,pim-1,87.8,30,ethylene_glycol,32.9,10.33,30,10,0.050666667,39.11,"[4, 4, 0, 0, 2, 3, 0, 0, 2, 3, 4, 0, 2, 0, 0]"
