Polymer,Polymer_SMILES,T_K,P_Mpa,exp_CO2_sol_g_g,pred_CO2_sol_g_g,train/test,Augmented_SMILES
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,14.8,0.2071,0.2071,train,"['c1c(cc(cc1)C(=O)O)C(=O)O.c1c(C(=O)O)ccc(c1)C(O)=O.OC(CCCCC(=O)O)=O.OCCO.C(O)C(C)(CO)C.C(C)C(CO)(CO)CO', 'c1c(cc(C(=O)O)cc1)C(=O)O.OC(=O)c1ccc(cc1)C(O)=O.C(C(O)=O)CCCC(=O)O.OCCO.OCC(C)(C)CO.C(O)C(CO)(CC)CO', 'OC(c1cc(C(=O)O)ccc1)=O.OC(c1ccc(cc1)C(O)=O)=O.OC(CCCCC(O)=O)=O.OCCO.OCC(C)(C)CO.OCC(CO)(CC)CO', 'c1c(cc(C(=O)O)cc1)C(O)=O.c1(C(O)=O)ccc(cc1)C(=O)O.C(C(=O)O)CCCC(O)=O.C(O)CO.CC(C)(CO)CO.C(CO)(CC)(CO)CO', 'OC(=O)c1cc(C(=O)O)ccc1.OC(=O)c1ccc(cc1)C(=O)O.O=C(CCCCC(=O)O)O.C(O)CO.CC(CO)(CO)C.CCC(CO)(CO)CO']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,16.5,0.2611,0.2611,train,"['OC(c1cc(ccc1)C(O)=O)=O.c1cc(ccc1C(=O)O)C(O)=O.O=C(CCCCC(=O)O)O.OCCO.C(O)C(CO)(C)C.OCC(CC)(CO)CO', 'OC(=O)c1cc(ccc1)C(O)=O.O=C(c1ccc(cc1)C(=O)O)O.OC(=O)CCCCC(=O)O.C(CO)O.OCC(CO)(C)C.C(O)C(CO)(CC)CO', 'c1(cccc(c1)C(O)=O)C(O)=O.c1cc(C(=O)O)ccc1C(O)=O.OC(=O)CCCCC(O)=O.C(O)CO.C(CO)(C)(C)CO.C(C(CC)(CO)CO)O', 'O=C(c1cccc(c1)C(=O)O)O.c1cc(ccc1C(O)=O)C(=O)O.C(CCC(=O)O)CC(O)=O.OCCO.C(O)C(C)(C)CO.OCC(CC)(CO)CO', 'c1cc(C(O)=O)cc(c1)C(O)=O.c1(C(=O)O)ccc(cc1)C(O)=O.C(C(=O)O)CCCC(O)=O.C(CO)O.C(C)(CO)(CO)C.C(O)C(CO)(CC)CO']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,18.43,0.3163,0.3163,train,"['O=C(c1cccc(C(=O)O)c1)O.c1cc(C(O)=O)ccc1C(=O)O.C(CCC(O)=O)CC(=O)O.C(O)CO.C(C(C)(CO)C)O.C(C(CO)(CO)CC)O', 'OC(c1cc(C(=O)O)ccc1)=O.OC(=O)c1ccc(cc1)C(=O)O.O=C(CCCCC(O)=O)O.C(O)CO.OCC(CO)(C)C.C(C)C(CO)(CO)CO', 'O=C(c1cccc(C(=O)O)c1)O.c1c(ccc(c1)C(=O)O)C(O)=O.OC(CCCCC(O)=O)=O.C(CO)O.OCC(C)(CO)C.C(C(CC)(CO)CO)O', 'c1c(cccc1C(O)=O)C(=O)O.OC(=O)c1ccc(C(O)=O)cc1.C(CC(O)=O)CCC(O)=O.OCCO.C(C)(CO)(CO)C.OCC(CO)(CC)CO', 'c1(cc(ccc1)C(=O)O)C(=O)O.c1c(C(O)=O)ccc(C(O)=O)c1.OC(CCCCC(O)=O)=O.OCCO.C(CO)(C)(CO)C.C(C(CO)(CO)CO)C']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,20.27,0.3487,0.3487,train,"['O=C(O)c1cccc(C(O)=O)c1.c1cc(ccc1C(O)=O)C(=O)O.C(C(O)=O)CCCC(O)=O.OCCO.CC(CO)(C)CO.C(C)C(CO)(CO)CO', 'OC(c1cc(ccc1)C(O)=O)=O.OC(=O)c1ccc(cc1)C(=O)O.C(CC(O)=O)CCC(O)=O.C(O)CO.OCC(CO)(C)C.C(C(CO)(CC)CO)O', 'OC(=O)c1cc(C(O)=O)ccc1.c1(ccc(cc1)C(=O)O)C(=O)O.C(CC(=O)O)CCC(O)=O.C(O)CO.C(C)(CO)(CO)C.CCC(CO)(CO)CO', 'C(=O)(c1cc(C(O)=O)ccc1)O.C(=O)(O)c1ccc(C(O)=O)cc1.O=C(O)CCCCC(=O)O.C(CO)O.OCC(C)(CO)C.C(C(CO)(CO)CO)C', 'OC(c1cccc(C(=O)O)c1)=O.c1(ccc(cc1)C(=O)O)C(O)=O.C(C(=O)O)CCCC(=O)O.C(O)CO.CC(CO)(CO)C.C(O)C(CC)(CO)CO']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,22.21,0.383,0.383,train,"['OC(c1cc(ccc1)C(O)=O)=O.c1(C(O)=O)ccc(C(O)=O)cc1.C(C(=O)O)CCCC(O)=O.OCCO.C(C)(CO)(CO)C.C(O)C(CC)(CO)CO', 'c1ccc(cc1C(O)=O)C(O)=O.c1cc(C(=O)O)ccc1C(O)=O.C(CCCC(O)=O)C(O)=O.OCCO.C(CO)(C)(C)CO.C(C(CO)(CO)CC)O', 'c1ccc(cc1C(=O)O)C(O)=O.c1c(C(O)=O)ccc(c1)C(=O)O.C(CCC(=O)O)CC(O)=O.C(CO)O.C(C(C)(C)CO)O.OCC(CO)(CO)CC', 'C(=O)(O)c1cc(ccc1)C(=O)O.OC(=O)c1ccc(C(O)=O)cc1.OC(CCCCC(=O)O)=O.C(O)CO.OCC(C)(CO)C.OCC(CO)(CC)CO', 'OC(=O)c1cccc(C(=O)O)c1.O=C(O)c1ccc(cc1)C(O)=O.C(CC(=O)O)CCC(=O)O.C(O)CO.CC(CO)(CO)C.C(CO)(CO)(CC)CO']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,25.0,0.4151,0.4151,train,"['c1c(cc(cc1)C(=O)O)C(O)=O.c1cc(C(=O)O)ccc1C(O)=O.C(=O)(O)CCCCC(O)=O.OCCO.CC(CO)(CO)C.OCC(CO)(CC)CO', 'O=C(O)c1cc(C(O)=O)ccc1.c1c(ccc(c1)C(O)=O)C(O)=O.C(CC(O)=O)CCC(=O)O.C(O)CO.CC(CO)(C)CO.C(C)C(CO)(CO)CO', 'c1c(C(O)=O)cccc1C(=O)O.C(O)(=O)c1ccc(cc1)C(=O)O.O=C(CCCCC(=O)O)O.C(CO)O.OCC(C)(CO)C.C(C(CO)(CO)CC)O', 'OC(=O)c1cccc(C(=O)O)c1.OC(=O)c1ccc(C(=O)O)cc1.C(C(=O)O)CCCC(=O)O.C(CO)O.C(CO)(C)(C)CO.CCC(CO)(CO)CO', 'c1cc(C(O)=O)cc(c1)C(O)=O.c1(C(=O)O)ccc(C(O)=O)cc1.O=C(CCCCC(=O)O)O.C(CO)O.CC(C)(CO)CO.C(CO)(CO)(CO)CC']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.3,30.43,0.4623,0.4623,train,"['c1c(C(O)=O)cc(C(=O)O)cc1.C(O)(=O)c1ccc(cc1)C(O)=O.C(C(=O)O)CCCC(=O)O.OCCO.C(O)C(CO)(C)C.CCC(CO)(CO)CO', 'O=C(c1cc(ccc1)C(=O)O)O.O=C(O)c1ccc(cc1)C(=O)O.OC(=O)CCCCC(O)=O.C(O)CO.OCC(C)(CO)C.OCC(CO)(CC)CO', 'c1(C(=O)O)cccc(c1)C(O)=O.c1c(ccc(C(=O)O)c1)C(=O)O.O=C(CCCCC(O)=O)O.C(O)CO.CC(CO)(CO)C.C(O)C(CO)(CC)CO', 'c1c(C(O)=O)cc(cc1)C(O)=O.OC(=O)c1ccc(C(=O)O)cc1.OC(CCCCC(O)=O)=O.C(O)CO.C(C)(CO)(C)CO.C(O)C(CC)(CO)CO', 'OC(=O)c1cccc(c1)C(O)=O.c1c(C(O)=O)ccc(c1)C(O)=O.OC(CCCCC(O)=O)=O.C(O)CO.OCC(C)(CO)C.C(C)C(CO)(CO)CO']"
PPO(H),COc1c(C)cc(C)cc1C,373.15,2.058,0.03583,0.03675,train,"['O(C)c1c(cc(cc1C)C)C', 'c1(cc(cc(C)c1OC)C)C', 'c1(cc(c(OC)c(C)c1)C)C', 'c1(c(OC)c(C)cc(c1)C)C', 'COc1c(cc(cc1C)C)C']"
PPO(H),COc1c(C)cc(C)cc1C,373.15,6.095,0.06887,0.06965,train,"['c1c(C)c(OC)c(C)cc1C', 'O(C)c1c(cc(cc1C)C)C', 'Cc1cc(C)c(OC)c(c1)C', 'c1(C)cc(C)c(c(C)c1)OC', 'c1(C)c(OC)c(C)cc(c1)C']"
PPO(H),COc1c(C)cc(C)cc1C,373.15,8.1,0.08128,0.08098,train,"['COc1c(cc(cc1C)C)C', 'c1(C)cc(cc(c1OC)C)C', 'O(c1c(C)cc(C)cc1C)C', 'c1(cc(cc(C)c1OC)C)C', 'c1c(C)cc(C)c(c1C)OC']"
PPO(H),COc1c(C)cc(C)cc1C,373.15,15.993,0.13747,0.13592,train,"['COc1c(C)cc(cc1C)C', 'c1(c(C)cc(C)cc1C)OC', 'c1(cc(C)c(c(C)c1)OC)C', 'Cc1cc(C)c(c(C)c1)OC', 'Cc1cc(c(c(C)c1)OC)C']"
PPO(H),COc1c(C)cc(C)cc1C,373.15,17.933,0.15604,0.15981,train,"['Cc1c(OC)c(cc(c1)C)C', 'c1c(cc(C)c(c1C)OC)C', 'Cc1c(OC)c(cc(C)c1)C', 'c1(c(c(C)cc(C)c1)OC)C', 'c1(C)cc(C)c(OC)c(c1)C']"
PPO(H),COc1c(C)cc(C)cc1C,373.15,20.006,0.17442,0.17455,train,"['c1(c(OC)c(cc(c1)C)C)C', 'c1(C)cc(C)cc(C)c1OC', 'c1c(C)cc(C)c(c1C)OC', 'c1(C)cc(C)c(OC)c(C)c1', 'Cc1c(c(cc(C)c1)C)OC']"
PPO(H),COc1c(C)cc(C)cc1C,423.15,1.983,0.01508,0.01508,train,"['O(C)c1c(cc(cc1C)C)C', 'Cc1cc(C)cc(c1OC)C', 'Cc1c(c(cc(C)c1)C)OC', 'O(c1c(cc(C)cc1C)C)C', 'O(c1c(C)cc(cc1C)C)C']"
PPO(H),COc1c(C)cc(C)cc1C,423.15,8.056,0.04548,0.04536,train,"['Cc1cc(c(c(C)c1)OC)C', 'c1(C)cc(c(OC)c(C)c1)C', 'COc1c(C)cc(cc1C)C', 'c1c(cc(C)c(c1C)OC)C', 'Cc1cc(c(c(c1)C)OC)C']"
PPO(H),COc1c(C)cc(C)cc1C,423.15,10.061,0.05595,0.05556,train,"['COc1c(C)cc(cc1C)C', 'Cc1cc(c(c(c1)C)OC)C', 'Cc1c(OC)c(C)cc(c1)C', 'c1(C)c(OC)c(cc(c1)C)C', 'c1c(cc(C)c(OC)c1C)C']"
PPO(H),COc1c(C)cc(C)cc1C,423.15,12.108,0.06812,0.06845,train,"['Cc1cc(cc(C)c1OC)C', 'c1(cc(c(OC)c(C)c1)C)C', 'COc1c(C)cc(cc1C)C', 'Cc1c(c(C)cc(C)c1)OC', 'c1(OC)c(C)cc(C)cc1C']"
PPO(H),COc1c(C)cc(C)cc1C,423.15,14.078,0.0796,0.08012,train,"['c1(C)cc(C)cc(C)c1OC', 'c1(cc(c(c(C)c1)OC)C)C', 'c1(C)c(OC)c(cc(c1)C)C', 'Cc1cc(c(OC)c(c1)C)C', 'Cc1c(c(cc(C)c1)C)OC']"
PPO(H),COc1c(C)cc(C)cc1C,423.15,18.076,0.10252,0.1007,train,"['O(c1c(cc(cc1C)C)C)C', 'c1(c(c(C)cc(C)c1)OC)C', 'Cc1cc(C)cc(C)c1OC', 'c1(c(C)cc(C)cc1C)OC', 'COc1c(cc(C)cc1C)C']"
PPO(H),COc1c(C)cc(C)cc1C,423.15,20.076,0.11434,0.11357,train,"['c1(cc(c(OC)c(c1)C)C)C', 'c1c(C)c(c(C)cc1C)OC', 'O(c1c(cc(cc1C)C)C)C', 'c1(c(c(C)cc(C)c1)OC)C', 'COc1c(C)cc(cc1C)C']"
PPO(H),COc1c(C)cc(C)cc1C,473.15,2.179,0.00704,0.00665,train,"['c1(C)cc(c(OC)c(C)c1)C', 'Cc1c(c(C)cc(C)c1)OC', 'Cc1cc(C)c(c(C)c1)OC', 'c1c(C)c(c(C)cc1C)OC', 'Cc1cc(cc(C)c1OC)C']"
PPO(H),COc1c(C)cc(C)cc1C,473.15,4.142,0.01585,0.0153,train,"['Cc1cc(C)cc(c1OC)C', 'c1(C)cc(c(OC)c(C)c1)C', 'c1(C)cc(cc(c1OC)C)C', 'c1(c(C)cc(cc1C)C)OC', 'c1(c(c(C)cc(c1)C)OC)C']"
PPO(H),COc1c(C)cc(C)cc1C,473.15,6.174,0.02525,0.02587,train,"['c1(C)c(OC)c(cc(C)c1)C', 'c1(cc(C)cc(C)c1OC)C', 'Cc1cc(cc(C)c1OC)C', 'Cc1cc(C)c(OC)c(C)c1', 'Cc1cc(C)cc(c1OC)C']"
PPO(H),COc1c(C)cc(C)cc1C,473.15,10.082,0.04312,0.04357,train,"['c1(cc(C)cc(C)c1OC)C', 'c1(OC)c(cc(cc1C)C)C', 'Cc1cc(C)cc(c1OC)C', 'Cc1c(c(C)cc(c1)C)OC', 'COc1c(cc(cc1C)C)C']"
PPO(H),COc1c(C)cc(C)cc1C,473.15,14.063,0.06182,0.06084,train,"['COc1c(cc(cc1C)C)C', 'Cc1c(c(C)cc(c1)C)OC', 'c1(cc(cc(c1OC)C)C)C', 'c1(OC)c(C)cc(C)cc1C', 'c1(OC)c(cc(cc1C)C)C']"
PPO(H),COc1c(C)cc(C)cc1C,473.15,16.032,0.07073,0.07065,train,"['O(c1c(C)cc(cc1C)C)C', 'O(c1c(C)cc(C)cc1C)C', 'O(C)c1c(C)cc(cc1C)C', 'Cc1c(c(cc(c1)C)C)OC', 'c1(OC)c(cc(C)cc1C)C']"
PPO(H),COc1c(C)cc(C)cc1C,473.15,18.106,0.08111,0.0819,train,"['c1(OC)c(cc(cc1C)C)C', 'c1(c(cc(cc1C)C)C)OC', 'c1(C)c(OC)c(C)cc(c1)C', 'c1c(C)cc(C)c(c1C)OC', 'c1(cc(C)cc(C)c1OC)C']"
PPO(L),COc1c(C)cc(C)cc1C,373.15,2.125,0.0298,0.0298,train,"['c1(C)c(c(C)cc(C)c1)OC', 'c1(c(cc(C)cc1C)C)OC', 'COc1c(cc(C)cc1C)C', 'Cc1c(c(cc(c1)C)C)OC', 'Cc1cc(c(OC)c(C)c1)C']"
PPO(L),COc1c(C)cc(C)cc1C,373.15,4.118,0.04904,0.04904,train,"['Cc1cc(C)cc(c1OC)C', 'c1(C)c(c(C)cc(c1)C)OC', 'c1(cc(cc(C)c1OC)C)C', 'c1c(cc(c(c1C)OC)C)C', 'O(C)c1c(C)cc(C)cc1C']"
PPO(L),COc1c(C)cc(C)cc1C,373.15,6.098,0.06498,0.06498,train,"['Cc1cc(C)cc(C)c1OC', 'c1c(c(OC)c(C)cc1C)C', 'c1c(c(OC)c(cc1C)C)C', 'O(c1c(C)cc(C)cc1C)C', 'c1(OC)c(C)cc(cc1C)C']"
PPO(L),COc1c(C)cc(C)cc1C,373.15,16.023,0.14338,0.14338,train,"['c1c(C)cc(c(OC)c1C)C', 'Cc1cc(C)cc(C)c1OC', 'c1c(C)c(OC)c(cc1C)C', 'Cc1cc(c(c(C)c1)OC)C', 'c1(c(OC)c(C)cc(C)c1)C']"
PPO(L),COc1c(C)cc(C)cc1C,373.15,19.964,0.18232,0.18232,train,"['c1(OC)c(C)cc(cc1C)C', 'Cc1cc(cc(c1OC)C)C', 'Cc1cc(C)cc(c1OC)C', 'O(C)c1c(C)cc(cc1C)C', 'COc1c(cc(C)cc1C)C']"
PPO(L),COc1c(C)cc(C)cc1C,423.15,2.15,0.01459,0.01459,train,"['Cc1c(c(cc(C)c1)C)OC', 'c1(c(OC)c(C)cc(c1)C)C', 'Cc1cc(C)c(c(C)c1)OC', 'Cc1cc(C)c(c(c1)C)OC', 'c1c(C)cc(C)c(c1C)OC']"
PPO(L),COc1c(C)cc(C)cc1C,423.15,4.15,0.02612,0.02612,train,"['Cc1c(c(cc(C)c1)C)OC', 'c1c(C)cc(C)c(c1C)OC', 'Cc1cc(C)c(c(C)c1)OC', 'c1(cc(C)cc(C)c1OC)C', 'c1c(c(c(C)cc1C)OC)C']"
PPO(L),COc1c(C)cc(C)cc1C,423.15,6.04,0.0354,0.0354,train,"['c1c(C)c(c(C)cc1C)OC', 'O(C)c1c(cc(cc1C)C)C', 'Cc1c(OC)c(C)cc(C)c1', 'O(C)c1c(C)cc(C)cc1C', 'c1(OC)c(C)cc(C)cc1C']"
PPO(L),COc1c(C)cc(C)cc1C,423.15,12.121,0.06753,0.06753,train,"['Cc1cc(C)c(OC)c(C)c1', 'COc1c(cc(C)cc1C)C', 'c1(c(cc(cc1C)C)C)OC', 'c1c(C)c(c(cc1C)C)OC', 'COc1c(cc(cc1C)C)C']"
PPO(L),COc1c(C)cc(C)cc1C,473.15,2.097,0.00877,0.00877,train,"['c1(OC)c(C)cc(cc1C)C', 'COc1c(cc(cc1C)C)C', 'c1(C)cc(cc(C)c1OC)C', 'Cc1cc(C)cc(C)c1OC', 'c1(OC)c(cc(C)cc1C)C']"
PPO(L),COc1c(C)cc(C)cc1C,473.15,4.155,0.01707,0.01707,train,"['Cc1cc(C)cc(C)c1OC', 'c1c(C)c(OC)c(cc1C)C', 'Cc1cc(c(c(c1)C)OC)C', 'c1(C)cc(c(c(C)c1)OC)C', 'c1(C)c(c(C)cc(C)c1)OC']"
PPO(L),COc1c(C)cc(C)cc1C,473.15,8.048,0.03237,0.03237,train,"['c1(cc(cc(C)c1OC)C)C', 'O(c1c(cc(C)cc1C)C)C', 'c1(cc(cc(c1OC)C)C)C', 'COc1c(C)cc(cc1C)C', 'c1c(c(OC)c(C)cc1C)C']"
PS,CCC(C)c1ccccc1,373.15,2.627,0.01613,0.01613,train,"['c1cccc(C(CC)C)c1', 'c1ccc(C(C)CC)cc1', 'c1(ccccc1)C(C)CC', 'C(C(C)c1ccccc1)C', 'c1ccccc1C(C)CC']"
PS,CCC(C)c1ccccc1,373.15,16.059,0.09868,0.09868,train,"['CC(c1ccccc1)CC', 'c1cccc(c1)C(C)CC', 'c1ccccc1C(C)CC', 'CCC(c1ccccc1)C', 'C(CC)(c1ccccc1)C']"
PS,CCC(C)c1ccccc1,423.15,4.073,0.01709,0.01709,train,"['c1ccc(cc1)C(CC)C', 'c1cccc(c1)C(C)CC', 'c1cccc(c1)C(CC)C', 'C(C)C(c1ccccc1)C', 'c1ccc(C(C)CC)cc1']"
PS,CCC(C)c1ccccc1,423.15,8.071,0.0338,0.0338,train,"['C(CC)(c1ccccc1)C', 'CC(c1ccccc1)CC', 'c1ccccc1C(C)CC', 'c1cc(ccc1)C(C)CC', 'c1ccccc1C(CC)C']"
PS,CCC(C)c1ccccc1,423.15,12.593,0.05179,0.05179,train,"['c1ccc(C(C)CC)cc1', 'c1(ccccc1)C(C)CC', 'c1ccccc1C(C)CC', 'c1ccc(C(CC)C)cc1', 'C(C)C(C)c1ccccc1']"
PS,CCC(C)c1ccccc1,473.15,2.884,0.00948,0.00948,train,"['c1(C(CC)C)ccccc1', 'c1ccccc1C(CC)C', 'c1ccc(cc1)C(C)CC', 'C(C(c1ccccc1)C)C', 'CC(CC)c1ccccc1']"
PS,CCC(C)c1ccccc1,473.15,4.795,0.01573,0.01573,train,"['c1cccc(C(C)CC)c1', 'CCC(c1ccccc1)C', 'c1(C(CC)C)ccccc1', 'c1cccc(c1)C(CC)C', 'c1ccc(C(C)CC)cc1']"
PS,CCC(C)c1ccccc1,473.15,8.813,0.02905,0.02905,train,"['c1ccccc1C(C)CC', 'c1c(C(C)CC)cccc1', 'c1c(cccc1)C(C)CC', 'c1c(cccc1)C(CC)C', 'c1cccc(c1)C(CC)C']"
PS,CCC(C)c1ccccc1,473.15,12.659,0.04129,0.04129,train,"['c1cc(ccc1)C(C)CC', 'c1ccccc1C(C)CC', 'c1c(C(CC)C)cccc1', 'c1(C(C)CC)ccccc1', 'c1ccc(cc1)C(CC)C']"
PS,CCC(C)c1ccccc1,373.2,3.617,0.0226,0.0226,train,"['c1cc(ccc1)C(C)CC', 'c1cc(ccc1)C(CC)C', 'C(C)C(C)c1ccccc1', 'c1cccc(c1)C(CC)C', 'C(C(c1ccccc1)C)C']"
PS,CCC(C)c1ccccc1,373.2,5.86,0.0359,0.0359,train,"['c1c(C(C)CC)cccc1', 'CCC(c1ccccc1)C', 'c1ccccc1C(C)CC', 'C(CC)(C)c1ccccc1', 'c1cc(ccc1)C(CC)C']"
PS,CCC(C)c1ccccc1,373.2,7.921,0.0484,0.0484,train,"['CC(CC)c1ccccc1', 'C(C)C(C)c1ccccc1', 'c1cccc(C(C)CC)c1', 'c1ccccc1C(CC)C', 'c1c(C(C)CC)cccc1']"
PS,CCC(C)c1ccccc1,373.2,11.928,0.0781,0.0781,train,"['c1(C(C)CC)ccccc1', 'C(CC)(c1ccccc1)C', 'c1(C(CC)C)ccccc1', 'c1(ccccc1)C(C)CC', 'c1cc(ccc1)C(C)CC']"
PS,CCC(C)c1ccccc1,373.2,18.554,0.1157,0.1157,train,"['CCC(c1ccccc1)C', 'C(C(c1ccccc1)C)C', 'c1cc(ccc1)C(C)CC', 'c1(ccccc1)C(C)CC', 'c1(ccccc1)C(CC)C']"
PS,CCC(C)c1ccccc1,413.2,7.29,0.0347,0.0347,train,"['c1ccccc1C(C)CC', 'c1ccc(C(CC)C)cc1', 'c1ccc(cc1)C(C)CC', 'c1cccc(c1)C(C)CC', 'c1ccccc1C(CC)C']"
PS,CCC(C)c1ccccc1,413.2,11.594,0.0602,0.0602,train,"['C(CC)(C)c1ccccc1', 'CC(c1ccccc1)CC', 'c1cccc(C(C)CC)c1', 'c1(ccccc1)C(CC)C', 'c1cc(ccc1)C(CC)C']"
PS,CCC(C)c1ccccc1,413.2,11.994,0.058,0.058,train,"['CC(c1ccccc1)CC', 'c1cccc(c1)C(C)CC', 'C(CC)(C)c1ccccc1', 'C(C)(c1ccccc1)CC', 'c1c(C(CC)C)cccc1']"
PS,CCC(C)c1ccccc1,413.2,14.316,0.0727,0.0727,train,"['C(C)C(c1ccccc1)C', 'C(C)(CC)c1ccccc1', 'c1cc(C(CC)C)ccc1', 'c1c(C(C)CC)cccc1', 'c1cccc(c1)C(CC)C']"
PS,CCC(C)c1ccccc1,413.2,16.11,0.0833,0.0833,train,"['c1cc(C(C)CC)ccc1', 'c1ccc(cc1)C(CC)C', 'c1ccc(C(C)CC)cc1', 'C(C)C(C)c1ccccc1', 'c1cccc(C(C)CC)c1']"
PS,CCC(C)c1ccccc1,413.2,17.087,0.0857,0.0857,train,"['C(C(c1ccccc1)C)C', 'c1(ccccc1)C(CC)C', 'CCC(c1ccccc1)C', 'CC(CC)c1ccccc1', 'c1ccc(C(C)CC)cc1']"
PS,CCC(C)c1ccccc1,413.2,18.097,0.0931,0.0931,train,"['CC(CC)c1ccccc1', 'c1c(C(CC)C)cccc1', 'C(C)C(C)c1ccccc1', 'c1cc(ccc1)C(CC)C', 'CC(c1ccccc1)CC']"
PS,CCC(C)c1ccccc1,413.2,19.739,0.1048,0.1048,train,"['C(C)(CC)c1ccccc1', 'CCC(c1ccccc1)C', 'c1cccc(C(CC)C)c1', 'c1ccc(cc1)C(CC)C', 'c1c(cccc1)C(C)CC']"
PS,CCC(C)c1ccccc1,453.2,6.276,0.0219,0.0219,train,"['c1cc(ccc1)C(CC)C', 'c1ccccc1C(C)CC', 'c1(C(CC)C)ccccc1', 'CCC(c1ccccc1)C', 'c1c(cccc1)C(CC)C']"
PS,CCC(C)c1ccccc1,453.2,12.704,0.0513,0.0513,train,"['c1ccc(cc1)C(CC)C', 'c1ccccc1C(C)CC', 'C(C)C(C)c1ccccc1', 'C(CC)(C)c1ccccc1', 'c1ccccc1C(CC)C']"
PS,CCC(C)c1ccccc1,453.2,17.372,0.0687,0.0687,train,"['CC(c1ccccc1)CC', 'c1cccc(c1)C(C)CC', 'CCC(c1ccccc1)C', 'CC(CC)c1ccccc1', 'c1cc(C(CC)C)ccc1']"
PS,CCC(C)c1ccccc1,338.22,3.71,0.03714,0.03714,train,"['c1ccccc1C(CC)C', 'c1(ccccc1)C(CC)C', 'CC(CC)c1ccccc1', 'c1cc(ccc1)C(CC)C', 'c1c(C(C)CC)cccc1']"
PS,CCC(C)c1ccccc1,338.22,7.54,0.0746,0.0746,train,"['CC(CC)c1ccccc1', 'C(C(c1ccccc1)C)C', 'c1c(cccc1)C(CC)C', 'c1cccc(c1)C(CC)C', 'C(C)C(C)c1ccccc1']"
PS,CCC(C)c1ccccc1,338.22,18.33,0.14661,0.14661,train,"['c1cccc(C(C)CC)c1', 'c1ccccc1C(CC)C', 'C(C(c1ccccc1)C)C', 'c1(C(C)CC)ccccc1', 'c1(ccccc1)C(CC)C']"
PS,CCC(C)c1ccccc1,338.22,24.52,0.1562,0.1562,train,"['c1c(C(CC)C)cccc1', 'c1(C(CC)C)ccccc1', 'CC(c1ccccc1)CC', 'CC(CC)c1ccccc1', 'c1c(cccc1)C(C)CC']"
PS,CCC(C)c1ccccc1,362.5,4.3,0.03763,0.03763,train,"['c1c(C(C)CC)cccc1', 'c1ccccc1C(C)CC', 'c1c(cccc1)C(C)CC', 'CCC(c1ccccc1)C', 'CC(c1ccccc1)CC']"
PS,CCC(C)c1ccccc1,362.5,14.15,0.10218,0.10218,train,"['c1(C(C)CC)ccccc1', 'c1c(C(C)CC)cccc1', 'c1ccc(C(CC)C)cc1', 'C(c1ccccc1)(CC)C', 'c1ccc(cc1)C(CC)C']"
PS,CCC(C)c1ccccc1,362.5,16.5,0.1214,0.1214,train,"['c1cccc(C(CC)C)c1', 'C(c1ccccc1)(C)CC', 'c1cccc(c1)C(C)CC', 'c1cc(C(C)CC)ccc1', 'C(C)(c1ccccc1)CC']"
PS,CCC(C)c1ccccc1,362.5,18.92,0.13045,0.13045,train,"['c1cccc(c1)C(C)CC', 'c1ccccc1C(C)CC', 'CC(c1ccccc1)CC', 'c1ccc(C(CC)C)cc1', 'C(C(c1ccccc1)C)C']"
PS,CCC(C)c1ccccc1,362.5,21.6,0.1388,0.1388,train,"['c1(ccccc1)C(C)CC', 'CC(CC)c1ccccc1', 'C(C(c1ccccc1)C)C', 'c1cccc(c1)C(C)CC', 'c1cc(C(C)CC)ccc1']"
PS,CCC(C)c1ccccc1,362.5,24.65,0.14535,0.14535,train,"['C(C)(c1ccccc1)CC', 'c1c(cccc1)C(C)CC', 'c1c(cccc1)C(CC)C', 'C(c1ccccc1)(CC)C', 'c1cccc(c1)C(C)CC']"
