Polymer,Polymer_SMILES,T_K,P_Mpa,exp_CO2_sol_g_g,pred_CO2_sol_g_g,train/test,Augmented_SMILES
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,8.973,0.0515,0.05149,train,"['C(C(=O)OCCCCOC(CCC(C)=O)=O)CCCC(=O)OCCCCOC', 'C(CCOC(CCC(=O)C)=O)COC(=O)CCCCC(OCCCCOC)=O', 'O=C(OCCCCOC)CCCCC(=O)OCCCCOC(=O)CCC(C)=O', 'COCCCCOC(CCCCC(OCCCCOC(CCC(C)=O)=O)=O)=O', 'C(OC(=O)CCC(=O)C)CCCOC(CCCCC(OCCCCOC)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,12.009,0.0692,0.06922,train,"['C(COC)CCOC(=O)CCCCC(OCCCCOC(=O)CCC(=O)C)=O', 'C(=O)(C)CCC(=O)OCCCCOC(CCCCC(=O)OCCCCOC)=O', 'O=C(OCCCCOC)CCCCC(=O)OCCCCOC(CCC(C)=O)=O', 'O=C(CCC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)C', 'C(CC(C)=O)C(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,12.766,0.07349,0.07349,train,"['C(=O)(CCCCC(OCCCCOC)=O)OCCCCOC(=O)CCC(=O)C', 'C(=O)(OCCCCOC(=O)CCCCC(=O)OCCCCOC)CCC(=O)C', 'O(C(=O)CCCCC(=O)OCCCCOC)CCCCOC(=O)CCC(=O)C', 'C(CCCOC(CCC(=O)C)=O)OC(CCCCC(=O)OCCCCOC)=O', 'O(CCCCOC)C(=O)CCCCC(=O)OCCCCOC(=O)CCC(=O)C']"
HDPE,CCCC,453.15,20.127,0.1136,0.11361,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,433.2,11.066,0.0747,0.07469,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,433.2,13.644,0.0975,0.09751,train,"['C(CC)C', 'C(C)CC']"
HDPE,CCCC,433.2,15.286,0.1142,0.11419,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,433.2,17.453,0.132,0.13199,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,453.2,11.326,0.0671,0.0671,train,"['C(CC)C', 'C(C)CC']"
HDPE,CCCC,453.2,14.013,0.089,0.08899,train,"['C(CC)C', 'C(C)CC']"
HDPE,CCCC,453.2,15.762,0.1005,0.10049,train,"['C(CC)C', 'C(C)CC']"
HDPE,CCCC,453.2,16.896,0.1094,0.10941,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,473.2,6.608,0.0319,0.0319,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,473.2,10.731,0.0551,0.05511,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,473.2,13.344,0.0746,0.07458,train,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,473.2,15.034,0.0873,0.0873,train,"['C(C)CC', 'C(CC)C']"
PBS,COCCCCOC(=O)CCC(C)=O,353.15,10.451,0.0725,0.09054,test,"['C(CCCOC(CCC(C)=O)=O)OC', 'C(C(C)=O)CC(=O)OCCCCOC', 'C(CC(=O)C)C(=O)OCCCCOC', 'COCCCCOC(CCC(=O)C)=O', 'C(CCOC)COC(CCC(C)=O)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,2.947,0.02708,0.02719,test,"['C(CCCOC)OC(CCC(=O)C)=O', 'C(CCC(=O)C)(OCCCCOC)=O', 'C(=O)(C)CCC(=O)OCCCCOC', 'C(CCC(=O)OCCCCOC)(C)=O', 'C(CCOC(=O)CCC(C)=O)COC']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,4.725,0.04308,0.03993,test,"['C(=O)(C)CCC(OCCCCOC)=O', 'C(OCCCCOC)(CCC(=O)C)=O', 'C(COC)CCOC(CCC(C)=O)=O', 'COCCCCOC(=O)CCC(=O)C', 'C(CCCOC(CCC(C)=O)=O)OC']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,6.06,0.05521,0.04903,test,"['CC(=O)CCC(OCCCCOC)=O', 'C(CC(OCCCCOC)=O)C(=O)C', 'C(COC(=O)CCC(C)=O)CCOC', 'C(OCCCCOC)(=O)CCC(C)=O', 'O(C)CCCCOC(CCC(=O)C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,6.599,0.06014,0.05455,test,"['C(OC)CCCOC(=O)CCC(C)=O', 'C(CCOC)COC(CCC(=O)C)=O', 'C(COC(=O)CCC(=O)C)CCOC', 'O=C(CCC(=O)C)OCCCCOC', 'C(COC)CCOC(=O)CCC(C)=O']"
PBS,COCCCCOC(=O)CCC(C)=O,393.15,16.035,0.144,0.12873,test,"['C(C)(=O)CCC(OCCCCOC)=O', 'C(OC(CCC(=O)C)=O)CCCOC', 'C(CC(C)=O)C(OCCCCOC)=O', 'C(CC(C)=O)C(=O)OCCCCOC', 'COCCCCOC(=O)CCC(=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,423.15,4.065,0.02777,0.03041,test,"['C(CCCOC(=O)CCC(=O)C)OC', 'COCCCCOC(CCC(=O)C)=O', 'C(CCC(OCCCCOC)=O)(C)=O', 'C(CCOC(=O)CCC(=O)C)COC', 'COCCCCOC(=O)CCC(=O)C']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,4.132,0.02315,0.02655,test,"['COCCCCOC(CCC(C)=O)=O', 'C(CCC(C)=O)(OCCCCOC)=O', 'CC(CCC(OCCCCOC)=O)=O', 'CC(=O)CCC(OCCCCOC)=O', 'O=C(CCC(C)=O)OCCCCOC']"
PBS,COCCCCOC(=O)CCC(C)=O,453.15,6.039,0.03411,0.03678,test,"['O=C(C)CCC(OCCCCOC)=O', 'C(CCC(=O)OCCCCOC)(=O)C', 'C(=O)(C)CCC(OCCCCOC)=O', 'COCCCCOC(CCC(=O)C)=O', 'C(C)(=O)CCC(=O)OCCCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,323.15,9.844,0.1503,0.11252,test,"['O(C)CCCCOC(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)=O', 'C(CC(=O)OCCCCOC)CCC(OCCCCOC(=O)CCC(=O)C)=O', 'CC(CCC(=O)OCCCCOC(CCCCC(OCCCCOC)=O)=O)=O', 'C(CCC(=O)C)(=O)OCCCCOC(CCCCC(=O)OCCCCOC)=O', 'O(CCCCOC)C(=O)CCCCC(=O)OCCCCOC(CCC(C)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,8.053,0.0728,0.07409,test,"['C(COC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O)CCOC', 'O=C(CCC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)C', 'C(CC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)C(=O)C', 'C(=O)(CCC(=O)C)OCCCCOC(=O)CCCCC(=O)OCCCCOC', 'C(CC(=O)OCCCCOC(=O)CCC(=O)C)CCC(=O)OCCCCOC']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,393.15,8.63,0.07814,0.07685,test,"['O=C(CCC(=O)OCCCCOC(CCCCC(=O)OCCCCOC)=O)C', 'C(OC)CCCOC(CCCCC(OCCCCOC(=O)CCC(C)=O)=O)=O', 'C(CCC(OCCCCOC(CCCCC(OCCCCOC)=O)=O)=O)(=O)C', 'C(C(=O)OCCCCOC)CCCC(=O)OCCCCOC(CCC(=O)C)=O', 'C(CCOC(=O)CCCCC(OCCCCOC)=O)COC(CCC(C)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,423.15,20.074,0.1374,0.12956,test,"['CC(CCC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O)=O', 'C(C(=O)C)CC(OCCCCOC(CCCCC(=O)OCCCCOC)=O)=O', 'C(COC(=O)CCCCC(OCCCCOC)=O)CCOC(=O)CCC(C)=O', 'C(CCOC(=O)CCCCC(=O)OCCCCOC)COC(=O)CCC(C)=O', 'O(C)CCCCOC(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,2.079,0.01184,0.00909,test,"['C(OC(CCC(C)=O)=O)CCCOC(=O)CCCCC(=O)OCCCCOC', 'C(COC(CCCCC(OCCCCOC(CCC(=O)C)=O)=O)=O)CCOC', 'C(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)(=O)OCCCCOC', 'C(=O)(OCCCCOC(=O)CCCCC(OCCCCOC)=O)CCC(=O)C', 'O=C(CCCCC(OCCCCOC)=O)OCCCCOC(CCC(=O)C)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,2.6,0.01483,0.01096,test,"['C(COC(=O)CCCCC(=O)OCCCCOC)CCOC(CCC(=O)C)=O', 'C(CCCCC(=O)OCCCCOC)(=O)OCCCCOC(CCC(=O)C)=O', 'C(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)(=O)OCCCCOC', 'C(OC(=O)CCCCC(OCCCCOC(=O)CCC(C)=O)=O)CCCOC', 'C(CCOC(CCC(=O)C)=O)COC(=O)CCCCC(OCCCCOC)=O']"
PBSA,COCCCCOC(=O)CCCCC(=O)OCCCCOC(=O)CCC(C)=O,453.15,16.139,0.09235,0.10597,test,"['O=C(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)OCCCCOC', 'C(OC)CCCOC(CCCCC(OCCCCOC(=O)CCC(=O)C)=O)=O', 'O(CCCCOC(=O)CCCCC(=O)OCCCCOC)C(=O)CCC(=O)C', 'O=C(OCCCCOC)CCCCC(OCCCCOC(CCC(C)=O)=O)=O', 'C(CCCCC(=O)OCCCCOC(CCC(C)=O)=O)(=O)OCCCCOC']"
HDPE,CCCC,433.2,6.936,0.0407,0.04243,test,"['C(C)CC', 'C(CC)C']"
HDPE,CCCC,433.2,16.347,0.123,0.12307,test,"['C(CC)C', 'C(C)CC']"
HDPE,CCCC,453.2,7.055,0.035,0.03516,test,"['C(C)CC', 'C(CC)C']"
PLGA,COC(=O)COC(=O)C(C)C,308.0,11.92,0.1968,0.16525,test,"['O(C(=O)C(C)C)CC(OC)=O', 'O(C(COC(C(C)C)=O)=O)C', 'O=C(COC(=O)C(C)C)OC', 'C(=O)(C(C)C)OCC(OC)=O', 'CC(C(=O)OCC(OC)=O)C']"
PLGA,COC(=O)COC(=O)C(C)C,313.0,22.99,0.2636,0.25098,test,"['C(C)(C(=O)OCC(=O)OC)C', 'C(C(=O)OCC(OC)=O)(C)C', 'C(C(C)C)(OCC(OC)=O)=O', 'COC(COC(=O)C(C)C)=O', 'O=C(C(C)C)OCC(=O)OC']"
PLGA,COC(=O)COC(=O)C(C)C,323.0,21.02,0.2339,0.23919,test,"['C(C)(C(=O)OCC(=O)OC)C', 'O(C)C(=O)COC(C(C)C)=O', 'C(OCC(=O)OC)(=O)C(C)C', 'CC(C)C(=O)OCC(=O)OC', 'O=C(OC)COC(=O)C(C)C']"
PLLA,COC(=O)[C@H](C)C,308.0,12.12,0.3575,0.33174,test,"['C(C)(C)C(=O)OC', 'COC(=O)C(C)C', 'O(C(=O)C(C)C)C', 'O(C)C(=O)C(C)C', 'O=C(C(C)C)OC']"
PLLA,COC(=O)[C@H](C)C,308.0,20.92,0.4139,0.40167,test,"['COC(=O)C(C)C', 'C(=O)(OC)C(C)C', 'O=C(C(C)C)OC', 'C(OC)(=O)C(C)C', 'O=C(OC)C(C)C']"
PLLA,COC(=O)[C@H](C)C,313.0,10.44,0.245,0.2366,test,"['C(C(OC)=O)(C)C', 'C(C)(C(OC)=O)C', 'CC(C(OC)=O)C', 'C(=O)(OC)C(C)C', 'C(C)(C)C(OC)=O']"
PLLA,COC(=O)[C@H](C)C,313.0,22.98,0.4051,0.40961,test,"['CC(C)C(OC)=O', 'O=C(OC)C(C)C', 'C(C(C)C)(=O)OC', 'C(=O)(C(C)C)OC', 'C(C(OC)=O)(C)C']"
CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,15.44,0.3145,0.25326,test,"['c1cc(cc(C(=O)O)c1)C(O)=O.OC(=O)c1ccc(C(O)=O)cc1.C(CCC(=O)O)CC(=O)O.OCCO.C(C(C)(CO)C)O.C(C(CO)(CO)CO)C', 'c1c(cc(cc1)C(=O)O)C(=O)O.c1cc(ccc1C(=O)O)C(=O)O.C(=O)(CCCCC(O)=O)O.OCCO.C(O)C(C)(CO)C.C(CC)(CO)(CO)CO', 'c1c(C(=O)O)cccc1C(=O)O.c1(C(O)=O)ccc(C(O)=O)cc1.C(O)(=O)CCCCC(O)=O.C(CO)O.OCC(CO)(C)C.OCC(CO)(CO)CC', 'O=C(c1cccc(c1)C(O)=O)O.c1c(ccc(c1)C(=O)O)C(=O)O.C(CC(=O)O)CCC(O)=O.OCCO.C(CO)(CO)(C)C.C(CO)(CO)(CO)CC', 'OC(c1cccc(c1)C(=O)O)=O.OC(=O)c1ccc(cc1)C(O)=O.C(=O)(O)CCCCC(O)=O.OCCO.CC(C)(CO)CO.CCC(CO)(CO)CO']"
CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.0,31.02,0.6366,0.6155,test,"['c1ccc(C(=O)O)cc1C(O)=O.c1cc(C(O)=O)ccc1C(O)=O.O=C(CCCCC(O)=O)O.OCCO.CC(CO)(CO)C.C(CC)(CO)(CO)CO', 'OC(=O)c1cc(ccc1)C(O)=O.OC(c1ccc(cc1)C(O)=O)=O.OC(CCCCC(O)=O)=O.C(CO)O.CC(CO)(C)CO.OCC(CO)(CC)CO', 'c1(C(O)=O)cccc(C(=O)O)c1.OC(=O)c1ccc(C(=O)O)cc1.O=C(CCCCC(=O)O)O.C(CO)O.C(C(C)(CO)C)O.OCC(CC)(CO)CO', 'C(c1cc(C(=O)O)ccc1)(O)=O.c1c(C(O)=O)ccc(C(O)=O)c1.O=C(O)CCCCC(O)=O.OCCO.C(C(C)(CO)C)O.C(C(CO)(CC)CO)O', 'c1c(cc(C(=O)O)cc1)C(O)=O.c1cc(C(=O)O)ccc1C(O)=O.O=C(CCCCC(=O)O)O.OCCO.C(C(CO)(C)C)O.CCC(CO)(CO)CO']"
CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,0.18,0.0191,0.01619,test,"['c1(cc(C(=O)O)ccc1)C(=O)O.C(O)(c1ccc(C(O)=O)cc1)=O.OC(=O)CCCCC(O)=O.C(O)CO.OCC(CO)(C)C.C(CC)(CO)(CO)CO', 'c1cc(C(O)=O)cc(c1)C(O)=O.c1c(ccc(c1)C(=O)O)C(O)=O.OC(=O)CCCCC(=O)O.OCCO.C(C)(CO)(CO)C.CCC(CO)(CO)CO', 'O=C(O)c1cc(C(O)=O)ccc1.c1c(C(O)=O)ccc(c1)C(O)=O.C(=O)(O)CCCCC(O)=O.C(CO)O.CC(C)(CO)CO.C(O)C(CC)(CO)CO', 'C(c1cccc(c1)C(O)=O)(O)=O.C(O)(c1ccc(C(O)=O)cc1)=O.O=C(CCCCC(=O)O)O.OCCO.CC(CO)(CO)C.OCC(CO)(CO)CC', 'C(c1cccc(C(O)=O)c1)(=O)O.c1(C(O)=O)ccc(C(=O)O)cc1.C(CCCCC(O)=O)(O)=O.OCCO.C(C)(CO)(CO)C.C(C(CO)(CO)CO)C']"
CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,2.41,0.0385,0.04658,test,"['OC(c1cccc(c1)C(O)=O)=O.c1c(C(O)=O)ccc(C(O)=O)c1.C(CCCCC(=O)O)(O)=O.C(CO)O.CC(CO)(C)CO.OCC(CC)(CO)CO', 'O=C(c1cc(ccc1)C(=O)O)O.c1(ccc(cc1)C(=O)O)C(O)=O.C(C(O)=O)CCCC(O)=O.OCCO.OCC(C)(CO)C.C(CO)(CO)(CO)CC', 'c1c(cc(C(O)=O)cc1)C(=O)O.O=C(c1ccc(C(O)=O)cc1)O.C(CCC(O)=O)CC(O)=O.OCCO.OCC(C)(C)CO.C(CO)(CC)(CO)CO', 'c1(cc(ccc1)C(=O)O)C(=O)O.O=C(O)c1ccc(C(=O)O)cc1.O=C(CCCCC(O)=O)O.OCCO.OCC(C)(C)CO.C(C(CC)(CO)CO)O', 'C(O)(c1cccc(c1)C(O)=O)=O.C(=O)(O)c1ccc(cc1)C(=O)O.C(CCCCC(=O)O)(O)=O.C(O)CO.CC(C)(CO)CO.OCC(CO)(CC)CO']"
CPE55,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,343.0,21.13,0.3645,0.34532,test,"['c1(C(=O)O)cc(ccc1)C(=O)O.c1c(C(O)=O)ccc(c1)C(=O)O.O=C(O)CCCCC(O)=O.C(CO)O.CC(C)(CO)CO.C(C(CO)(CC)CO)O', 'c1(C(O)=O)cc(ccc1)C(=O)O.c1c(ccc(C(=O)O)c1)C(=O)O.OC(=O)CCCCC(O)=O.C(O)CO.OCC(CO)(C)C.C(C(CC)(CO)CO)O', 'OC(=O)c1cc(C(=O)O)ccc1.OC(=O)c1ccc(cc1)C(=O)O.C(CCCC(O)=O)C(O)=O.OCCO.CC(CO)(C)CO.C(C(CO)(CC)CO)O', 'OC(c1cccc(C(=O)O)c1)=O.c1cc(ccc1C(O)=O)C(=O)O.O=C(O)CCCCC(O)=O.OCCO.C(O)C(CO)(C)C.CCC(CO)(CO)CO', 'c1c(C(O)=O)cccc1C(=O)O.O=C(O)c1ccc(C(O)=O)cc1.C(CCCC(O)=O)C(O)=O.OCCO.C(C(CO)(C)C)O.OCC(CO)(CC)CO']"
CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,4.09,0.0498,0.04539,test,"['c1(cc(C(=O)O)ccc1)C(=O)O.c1(C(=O)O)ccc(cc1)C(=O)O.OC(=O)CCCCC(O)=O.OCC(CO)(C)C.C(CC)(CO)(CO)CO', 'OC(c1cc(ccc1)C(=O)O)=O.c1(C(O)=O)ccc(cc1)C(O)=O.C(CCCC(O)=O)C(O)=O.CC(C)(CO)CO.C(C(CC)(CO)CO)O', 'OC(=O)c1cc(C(O)=O)ccc1.c1c(ccc(c1)C(O)=O)C(O)=O.C(CCCCC(=O)O)(O)=O.OCC(CO)(C)C.OCC(CO)(CC)CO', 'C(c1cc(C(=O)O)ccc1)(O)=O.OC(c1ccc(cc1)C(O)=O)=O.C(=O)(CCCCC(O)=O)O.CC(CO)(C)CO.C(C(CO)(CO)CO)C', 'c1ccc(cc1C(=O)O)C(=O)O.C(O)(c1ccc(C(=O)O)cc1)=O.O=C(CCCCC(O)=O)O.OCC(CO)(C)C.CCC(CO)(CO)CO']"
CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,5.06,0.0793,0.05341,test,"['OC(c1cccc(c1)C(O)=O)=O.O=C(c1ccc(C(=O)O)cc1)O.C(CCCCC(=O)O)(O)=O.CC(C)(CO)CO.C(O)C(CO)(CC)CO', 'c1c(cccc1C(O)=O)C(=O)O.O=C(c1ccc(cc1)C(=O)O)O.O=C(O)CCCCC(O)=O.C(C(CO)(C)C)O.OCC(CC)(CO)CO', 'c1c(cc(cc1)C(=O)O)C(=O)O.OC(c1ccc(cc1)C(=O)O)=O.C(O)(CCCCC(=O)O)=O.OCC(CO)(C)C.CCC(CO)(CO)CO', 'O=C(c1cc(ccc1)C(=O)O)O.C(=O)(c1ccc(cc1)C(=O)O)O.C(C(O)=O)CCCC(O)=O.CC(C)(CO)CO.C(C(CC)(CO)CO)O', 'O=C(O)c1cc(ccc1)C(=O)O.C(c1ccc(cc1)C(O)=O)(O)=O.C(C(O)=O)CCCC(O)=O.C(C(C)(CO)C)O.C(CO)(CC)(CO)CO']"
CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,306.2,10.15,0.1509,0.20559,test,"['c1(cccc(C(=O)O)c1)C(=O)O.C(O)(c1ccc(C(O)=O)cc1)=O.O=C(CCCCC(=O)O)O.OCC(C)(C)CO.C(O)C(CO)(CC)CO', 'O=C(c1cc(C(O)=O)ccc1)O.c1(ccc(cc1)C(=O)O)C(O)=O.OC(CCCCC(=O)O)=O.OCC(C)(C)CO.C(O)C(CO)(CC)CO', 'c1c(cc(C(O)=O)cc1)C(=O)O.O=C(O)c1ccc(cc1)C(O)=O.C(CCC(=O)O)CC(O)=O.C(O)C(C)(C)CO.OCC(CO)(CC)CO', 'OC(=O)c1cccc(c1)C(=O)O.c1cc(ccc1C(O)=O)C(O)=O.C(CCCC(O)=O)C(=O)O.OCC(CO)(C)C.CCC(CO)(CO)CO', 'c1cc(cc(c1)C(O)=O)C(O)=O.O=C(c1ccc(cc1)C(O)=O)O.C(C(=O)O)CCCC(O)=O.CC(C)(CO)CO.C(C(CO)(CO)CC)O']"
CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,15.19,0.2184,0.29166,test,"['c1ccc(C(=O)O)cc1C(O)=O.OC(=O)c1ccc(cc1)C(O)=O.C(C(=O)O)CCCC(=O)O.C(C)(CO)(CO)C.OCC(CC)(CO)CO', 'c1(C(O)=O)cccc(c1)C(O)=O.c1(C(=O)O)ccc(C(=O)O)cc1.C(C(=O)O)CCCC(O)=O.C(O)C(CO)(C)C.C(C(CO)(CO)CC)O', 'C(=O)(O)c1cccc(c1)C(=O)O.OC(c1ccc(cc1)C(=O)O)=O.C(CCCCC(=O)O)(=O)O.CC(CO)(C)CO.C(C(CO)(CO)CC)O', 'OC(=O)c1cc(C(O)=O)ccc1.c1cc(C(O)=O)ccc1C(=O)O.O=C(CCCCC(=O)O)O.C(C(CO)(C)C)O.C(C(CO)(CC)CO)O', 'O=C(O)c1cccc(c1)C(=O)O.O=C(c1ccc(cc1)C(=O)O)O.O=C(CCCCC(O)=O)O.OCC(C)(CO)C.C(O)C(CO)(CO)CC']"
CPE60,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.CC(C)(CO)CO.CCC(CO)(CO)CO,344.0,20.11,0.3652,0.39427,test,"['OC(=O)c1cccc(C(O)=O)c1.c1(C(O)=O)ccc(cc1)C(O)=O.C(O)(=O)CCCCC(=O)O.CC(CO)(C)CO.CCC(CO)(CO)CO', 'c1(C(O)=O)cc(C(=O)O)ccc1.c1cc(C(=O)O)ccc1C(O)=O.OC(=O)CCCCC(O)=O.C(CO)(C)(C)CO.OCC(CO)(CO)CC', 'c1(cc(ccc1)C(=O)O)C(=O)O.c1c(ccc(c1)C(=O)O)C(=O)O.O=C(O)CCCCC(O)=O.OCC(C)(CO)C.C(O)C(CC)(CO)CO', 'c1(cc(C(=O)O)ccc1)C(=O)O.c1cc(C(=O)O)ccc1C(O)=O.OC(=O)CCCCC(=O)O.C(O)C(C)(C)CO.CCC(CO)(CO)CO', 'c1c(cc(C(=O)O)cc1)C(O)=O.OC(c1ccc(C(=O)O)cc1)=O.OC(CCCCC(O)=O)=O.CC(C)(CO)CO.C(CO)(CC)(CO)CO']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,309.2,0.13,0.0049,0.00999,test,"['O=C(O)c1cccc(c1)C(O)=O.c1c(ccc(C(=O)O)c1)C(O)=O.C(C(O)=O)CCCC(=O)O.C(O)CO.CC(CO)(C)CO.C(CO)(CC)(CO)CO', 'c1c(cccc1C(O)=O)C(O)=O.c1cc(C(=O)O)ccc1C(O)=O.O=C(O)CCCCC(O)=O.C(O)CO.C(CO)(C)(C)CO.C(C(CC)(CO)CO)O', 'c1ccc(cc1C(=O)O)C(=O)O.OC(c1ccc(cc1)C(O)=O)=O.C(CCCCC(=O)O)(O)=O.OCCO.C(CO)(C)(CO)C.OCC(CC)(CO)CO', 'O=C(c1cc(C(=O)O)ccc1)O.c1(C(O)=O)ccc(cc1)C(O)=O.C(=O)(O)CCCCC(=O)O.OCCO.C(O)C(C)(C)CO.C(O)C(CO)(CC)CO', 'c1(cc(ccc1)C(O)=O)C(=O)O.OC(c1ccc(cc1)C(=O)O)=O.C(CCCC(=O)O)C(O)=O.C(CO)O.C(C(C)(CO)C)O.C(O)C(CO)(CC)CO']"
CPE67,C1=CC(=CC(=C1)C(=O)O)C(=O)O.C1=CC(=CC=C1C(=O)O)C(=O)O.C(CCC(=O)O)CC(=O)O.C(CO)O.CC(C)(CO)CO.CCC(CO)(CO)CO,309.2,0.6,0.0093,0.01199,test,"['OC(c1cc(ccc1)C(O)=O)=O.c1cc(ccc1C(O)=O)C(=O)O.C(CC(=O)O)CCC(=O)O.OCCO.C(C(C)(CO)C)O.OCC(CC)(CO)CO', 'OC(c1cccc(C(O)=O)c1)=O.C(O)(=O)c1ccc(C(O)=O)cc1.O=C(CCCCC(=O)O)O.OCCO.OCC(CO)(C)C.CCC(CO)(CO)CO', 'C(=O)(c1cc(C(O)=O)ccc1)O.c1c(ccc(C(=O)O)c1)C(=O)O.C(=O)(O)CCCCC(O)=O.OCCO.OCC(C)(C)CO.OCC(CO)(CO)CC', 'OC(c1cccc(c1)C(=O)O)=O.c1c(C(=O)O)ccc(c1)C(O)=O.C(CCC(O)=O)CC(O)=O.C(O)CO.OCC(CO)(C)C.CCC(CO)(CO)CO', 'O=C(O)c1cccc(c1)C(O)=O.C(c1ccc(cc1)C(=O)O)(=O)O.OC(CCCCC(O)=O)=O.OCCO.OCC(CO)(C)C.C(O)C(CO)(CC)CO']"
