Dataset,num_of_folds,Features,Targets,Model,r_mean,r_std,r2_mean,r2_std,rmse_mean,rmse_std,mae_mean,mae_std,num_of_data,feature_length,Target,fold,r,r2,rmse,mae
CO2_Soleimani,7,manual_frag_aug_SMILES,exp_CO2_sol_g_g,NN,0.980094556,0.008871593,0.94165211,0.036425055,0.029804672,0.00904442,0.016366151,0.004421324,2466,95,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_aug,exp_CO2_sol_g_g,RF,0.969636667,0.019636439,0.940580855,0.037552108,0.030509531,0.007104409,0.01658786,0.002198354,2466,25,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,BigSMILES,exp_CO2_sol_g_g,LSTM,0.962626654,0.0099402,0.922921156,0.019108929,0.03635771,0.005862201,0.021153701,0.003577878,515,104,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_SMILES,exp_CO2_sol_g_g,LSTM,0.962786086,0.015056925,0.919777799,0.030636762,0.036658843,0.005723688,0.020960887,0.003445926,515,103,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_aug,exp_CO2_sol_g_g,LSTM,0.959666317,0.010258711,0.917068674,0.019012717,0.037836783,0.006362558,0.021646885,0.003852225,2466,106,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_recombined_aug_SMILES,exp_CO2_sol_g_g,NN,0.962022932,0.014930623,0.914950003,0.035979917,0.037569642,0.009857872,0.019714621,0.003928584,1332,95,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_SMILES,exp_CO2_sol_g_g,NN,0.966935486,0.014826134,0.911140055,0.035998837,0.038804028,0.010490218,0.023404381,0.005727633,515,95,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag,exp_CO2_sol_g_g,LSTM,0.949837739,0.016629204,0.89293514,0.030507008,0.042712359,0.007503804,0.024977553,0.005059507,515,106,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_aug,exp_CO2_sol_g_g,SVM,0.943138188,0.018725016,0.889860267,0.035210046,0.047308508,0.004936475,0.036652387,0.003607514,2466,25,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,SMILES,exp_CO2_sol_g_g,LSTM,0.937563945,0.012781734,0.87611545,0.025144936,0.046394402,0.007306243,0.02802869,0.005349926,515,104,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,fingerprint,exp_CO2_sol_g_g,SVM,0.931262137,0.021824046,0.867725457,0.040434464,0.050516324,0.002541739,0.041035761,0.003463113,515,,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_aug_SMILES,exp_CO2_sol_g_g,LSTM,0.924824025,0.009163571,0.85105758,0.018940217,0.050810886,0.005807085,0.028586241,0.00500973,2466,103,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,Augmented_SMILES,exp_CO2_sol_g_g,LSTM,0.914479065,0.011564539,0.831580902,0.021491143,0.054242772,0.007756029,0.03127778,0.005164419,2238,103,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,BigSMILES,exp_CO2_sol_g_g,SVM,0.905149741,0.021746041,0.819768944,0.03908833,0.058443325,0.007913119,0.042236028,0.002743375,515,,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag,exp_CO2_sol_g_g,SVM,0.904734411,0.028661473,0.819365835,0.051431053,0.062352889,0.007249837,0.047346842,0.00365647,515,,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,SMILES,exp_CO2_sol_g_g,SVM,0.904013732,0.026974414,0.817968446,0.048998415,0.059896327,0.00729265,0.045514461,0.003107833,515,,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_recombined_aug_SMILES,exp_CO2_sol_g_g,LSTM,0.902855062,0.022189038,0.805230654,0.04040747,0.058099928,0.009548386,0.032214452,0.005764104,1332,103,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_SMILES,exp_CO2_sol_g_g,SVM,0.904618523,0.021691868,0.79907998,0.041202687,0.058821915,0.008010088,0.042978777,0.00360373,515,95,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_recombined_aug_fingerprint,exp_CO2_sol_g_g,LSTM,0.892098533,0.027704709,0.787373788,0.051611912,0.060399058,0.009904992,0.035353808,0.005240372,1332,93,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,fingerprint,exp_CO2_sol_g_g,LSTM,0.890390724,0.01863322,0.780076684,0.039478271,0.061846875,0.009390092,0.037626623,0.006054462,515,93,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,SMILES,exp_CO2_sol_g_g,NN,0.882618438,0.030806836,0.779964368,0.054655734,0.064889233,0.007006067,0.035265394,0.004113658,515,107,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_recombined_aug_fingerprint,exp_CO2_sol_g_g,SVM,0.889318566,0.019801123,0.778663732,0.038112493,0.061822171,0.007394279,0.04615173,0.003039239,1332,514,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_recombined_aug_SMILES,exp_CO2_sol_g_g,SVM,0.888491862,0.020329888,0.777105113,0.037919189,0.062037015,0.00739132,0.046158776,0.003218878,1332,95,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,manual_frag_aug_SMILES,exp_CO2_sol_g_g,SVM,0.897810171,0.031381951,0.767718717,0.070827626,0.062905809,0.012241165,0.047287073,0.005432862,2466,95,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,BigSMILES,exp_CO2_sol_g_g,NN,0.819631118,0.054376144,0.674751935,0.089338421,0.077843459,0.010704135,0.043010933,0.006052769,515,124,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,Augmented_SMILES,exp_CO2_sol_g_g,NN,0.789593843,0.059876039,0.627043577,0.092907485,0.084745107,0.007378638,0.040244995,0.003554529,2238,107,exp_CO2_sol_g_g,,,,,
CO2_Soleimani,7,Augmented_SMILES,exp_CO2_sol_g_g,SVM,0.625383389,0.142594617,0.411437608,0.180656636,0.104770169,0.010546428,0.072750657,0.00793765,2238,107,exp_CO2_sol_g_g,,,,,
